album_id,label
6OwLXGc9DO7XnaZ8CoZOV2,Columbia
1VIX8YDyQOaUhWpHhP6Ttu,Universal Music Group
5ZsK5SUsZilbAJ4B0vRVxF,ARVA
5EA4kogB3cZr2qykFlZDYV,Atlantic Records
6X1x82kppWZmDzlXXK3y3q,Cash Money Records/Young Money Ent./Universal Rec.
5HRQFmLEuzQP8e12o8DzB5,Universal-Island Records Ltd.
6aimJxDJMApLmry2VSjsLT,Columbia
54XVh1RZP4w1SqQ1ynhKZb,Universal Music Group
6bcl0ZcPJWJtyuRsOyhvfv,Universal Music Group
12YTH28wiBXQ16gvWOCMLU,P2015
7FDBvwfZD9ejQzzg0dyoac,Universal Music Group
1qwlxZTNLe1jq3b0iidlue,Streamline/Interscope
16TNmWWPXkuaXqNBmPYHp9,Universal Music Group
2ekw2pa8kX7A9yDaCroXXD,Universal Music Group
4ljisoNarj0BpQSMIEv88L,Virgin Records
3uEKk8SgHg0xogR2iRKjrK,Universal Music Group
2eprpJCYbCbPZRKVGIEJxZ,RCA Records Label
7CUczABBlsbd5fqng9mjxo,RCA Records Label
14JU5SskmcyckE5I8PY6lv,Columbia
3I9Z1nDCL4E0cP62flcbI5,Geffen
4ySSx2L6h2siW22LK6dwhN,Universal Music Group
4vu7F6h90Br1ZtYYaqfITy,Columbia
4skCiJhVVSKrDOBtoFbsxU,"Slaughter Gang, LLC/Epic Records"
5sQTfUX9uSwfCtPiYGO20V,"Tha Lights Global, INC/Atlantic Recording Corp"
28eOriEfl7IGbQDNvWIWXK,Universal Music Group
4qugvZbeFLghKN67aQ6PAb,Universal Music Group
63McpWDS7P0dF06fqXQMCZ,Glassnote
2e8nzTZ0HtK94IifOWgN7o,Capitol Records (CAP)
5JpH5T1sCYnUyZD6TM0QaY,Atlantic Records
4Y0fafStNYB3LWQS6aa7H5,Jive
1ekaxA9Q5GzUPCepx4wzMF,Custard/Atlantic
0y77c5Ryg56J7fou9DHaec,WEA Latina
75maIus9xRaEQzPXOSOTew,Sony Music Latin/La Industria
58alCatewkjNm9IM1Ucj67,EMI
5G5rgQHzdQnw32SI0WjIo5,Shady Records
4yOWnTrCkOOpl4IiVnpj3H,RCA Records Label
4sBgGazGb7S9ZUQJu2Y0qa,Syco Music
1XkGORuUX2QGOEIL4EbJKm,Domino Recording Co
2HaqChIDc5go3qxVunBDK0,Columbia
5Afh5z6eTtJ62nfqpKZtGv,Universal Music Group
4ebodSLpRqbuQjpGlDZglH,Geffen
1LjeteshjmaPrwGAN2Mg3S,Arista
51Hn2Wiq1jmUfI0BLaUhuF,Phonogenic
19lEZSnCCbVEkKchoPQWDZ,Columbia
1XYA8eDvomdYTbQBzk0jT1,300 Entertainment
2mumCpGmuE9iDeOvMx6XrB,Decaydance/Fueled By Ramen
4JBZ0QHveEpESepanNBG8A,Epic/We The Best
1FZKIm3JVDCxTchXDo5jOV,Columbia
7xMjYDrgPLp1ReFGAOyS1O,Columbia
07w0hGS9XUdFsPBvDHy16y,Reprise
7l6fTSFvlumnPFpOSrbnDV,Lauv
5egYYjj06RlBCP2bVhnblH,Universal Music Group
5xzkyCZ5LEOmI3a3bvrNIa,Universal Music Group
616UgaZTc454Gu0aXxVH3K,Columbia/Sony Music Soundtrax
4ZmCBqmAmzZaw6AKnlXqQI,Universal Music Group
6eFkuEfykAUpthUiUeu3zw,Rostrum Records
1IM3GwptCGYjRkzCBolyFK,Epic
2XBnxKeRZi76u2iyGcMych,Mad Decent.
7cBGSjfw2xMosazpbA0tgp,Infectious
0OK35duHpTPnvqya2d4pnn,Epic Amsterdam
0Ba8OxlttJHWP91ztHZA4L,bitclap/WM Germany
34y7m68F7rN9ou6m5GWohR,Interscope
5peRwC6pQh8eaoIPtvmmOB,RCA Records Label
7D6BFTArx2ajtkKRVXIKO2,A&M
1PWBk3u07tjsyOR2VAyDYF,Universal Music Group
6TvNvQ8DNIFyOMMksmKVDB,SBA Production
1AHZd3C3S8m8fFrhFxyk79,Reprise
0Ot1WinfMpH1pyUpWXbmUB,Highbridge The Label
07BmX119kPbbYsZPzISvqw,Universal Music Group
4JPguzRps3kuWDD5GS6oXr,Disruptor Records/Columbia
3zZSz5VOYSu0jE4MkPCOvN,RCA Records Label
0RYhKF9kDheHRaPYVYo2r6,Sony Music Latin
68p5SQdcakYH65NEjiF6t4,Universal Music Group
7pLKHgYHmugzigrh0HtO2c,Kontor Records
0MlTOiC5ZYKFGeZ8h3D4rd,Universal-Island Records Ltd.
78r5vrR1Wf60JPgFQ1drwr,Columbia
7e4eCJT5ON1FpJD5Si341e,Spinnin' Records/RCA Records
4JiY4JUvXdEA7UFIbiAyor,Universal Music Group
3PomvFR694SrCSZzDWMWV7,Sony Music Latin
2zokzeE9RuFgdnqrPUFn50,Universal Music Group
32Bu3ETQhR1PFCj3ndDlYf,Atlantic Records
5YCwdMjxlC5hmHO8NcMoRE,Universal Music Group
5Bd99eGJKXoRMnqgqWlWmp,Epic/Nuyorican Productions
67wzb7V0Ko4zjULNHX3INN,Because Music/Big Beat/Atlantic Records
0vXJ3rh6Sy7KWjp2P5d7ll,Epic/Record Company TEN
6s4r39zwdJhpuIH9pLoKTh,Universal Music Group
6Xhb46t8f3z8FkuXQAj4UV,Columbia
143gTr5lD4xuFizXLs64P2,Universal Music Group
5amj9zNeZ3B2EdpBgXrOZ0,RCA Records Label
15qLmAABocTCRBSbWWqL7K,independently popular.
3KDuNEtT7I41hNbzMUakyq,Artist Partner
0qRMvJxoxAQr9a2rYxJuLq,Def Jam Recordings
39JESZeZjLUrjwQtCrRs6d,Universal Music Group
6Ozsat2gzIj9uXd6JMwYXz,LaFace Records
1kxDY7IJjRHX3dpQTvFUmS,Universal Music Group
7dRdaGSxgcBdJnrOviQRuB,Rhino Atlantic
1UIlzhqJLiA3f6OVw7QKn6,Columbia
6f06neONZ0xqqftlgtVP74,Rebel Rock/Grand Hustle/Atlantic
2EKXoS58MiZRrNXz3DKxv3,Universal Music Group
7eDoi7vptEy8I1bYfnoroH,The Conglomerate Entertainment/Atlantc Records
7ACxS7rtYV8HyHgj0FD0cb,Mad Decent
1P8NvRvykmDrKyfglMerMv,Epic/Freebandz/A1
6uG9BscYmPnAbtl6Cy9u91,Tha Alumni Music Group/88 Classic/RCA Records
14uj0wJtd2M1570p6cXwn4,Water Tower Music/Interscope
06v9eHnqhMK2tbM2Iz3p0Y,Columbia
4r5Jkgp2acFnBaeuHWx5Ly,Universal Music Group
3SHx7bBQFI4J8QRr6D5cOK,Atlantic Records
6UzYYTKQHXXNH67rawar3X,Universal Music Group
4IKqYStmGY9UyG9RP1CA2Q,Universal Music Group
4I3EcXD4e3KcEoDJfFEZ5b,"Slaughter Gang, LLC"
30ly6F6Xl0TKmyBCU50Khv,RCA Records Label
08PEPdXn5QdXatDKjrJGk3,Universal Music Group
6reTSIf5MoBco62rk8T7Q1,EMI
6nUnNpoLKWpb9qxhYiT98S,Universal Music Group
4etANPc5BMELu5yx987Rpx,Codiscos
4skqOUXyBUnzxVPNPxrGWV,Roc Nation/Columbia
09K53TLaJZ156prccNvwuS,RCA Records/Walt Disney Records
7uVimUILdzSZG4KKKWToq0,143/Reprise
6IZNCnM8eo8T67i65FrbGA,Warner Records
5UuX5qUN4wL5hMmGom92lu,Lauv
5IgTY4yg7QK2kVVNrztnmo,WM Germany
6yKhjUoOsHa60DSqpugerw,Tonspiel
0ReJx3ifOevdUt2fXXvgDG,Universal Music Group
39NO201BzBWoBo9WGBp6Dt,Universal Music Group
2Ib7wM5qXKXDzZFhzNQ7TG,RCA Records/Sony Music International/Sony Music Latin
6ItEjseW8RWuVTDLd1vcnp,Kemosabe Records/RCA Records
24tNawYENAvynFocQWzFPs,Universal Music Group
3ibdlhMmbFPMYoWvwHCzI3,Epic
7tB40pGzj6Tg0HePj2jWZt,EMI
0bUTHlWbkSQysoM3VsWldT,Parlophone UK
71DEqZQPK1OhGtZ9bNtbcc,Universal Music Group
2Z3HQO6NL3812mnNj7htXv,Major Tom's / Atlantic
2v4Crisjd4sT782Jvn7ISC,Monstercat
7xl50xr9NDkd3i2kBbzsNZ,Warner Records
6Pqlfg42Sc3ElNuyt5NUiK,CM/Republic
3yHOaiXecTJVUdn7mApZ48,Aware/Columbia
1Do3y8IAcbYOToYQJnGwSO,CM/Republic
6eHYEyGAO6phgXexCWV4Iw,Universal Music Group
5mG8oNkNKM2my7t9ywra96,Atlantic Records
7BqiR1ZnYFkcOnoNIpk7bS,300 Entertainment/Unauthorized Entertinament
5Vdzprr5cOqXQo44eHeV7t,Arista/Legacy
5SRimW7mSHutul5C37zA3v,Two Triangles Records
42WVQWuf1teDysXiOupIZt,Epic/Grand Hustle
6IJVWErYhvWqG41NnLSGMM,Universal Music Group
4D6OyZ4Q57vH7gul8PVzTv,Universal Music Group
2FXGUAESmG5l9YPrzWPvHI,OVO Sound/Warner Records
4MGDyHLc9ctHHiX4wCn1tV,Universal Music
3KuXEGcqLcnEYWnn3OEGy0,Warner Records
4PWBTB6NYSKQwfo79I3prg,Epic/Grand Hustle
4OHNH3sDzIxnmUADXzv2kT,EMI
5dN7F9DV0Qg1XRdIgW8rke,Reprise
3hM67HrtJ55aUC5TGt66Za,"Ultra Records, LLC"
4TBbufjm7ngIwhD01veN1Z,Universal Music Group
7K89F9bgY1jks0uIlMerm3,Universal Music Group
218N0eGIlNwU5vwW0FzUJu,Universal Music Group
2mnDyPSNM02LMvniaMWnLl,Universal Music Group
4bzVI1FElc13HQagFR7S1W,Syco Music
1WO7bigEZckVrkzPBjAsiQ,Universal Music Group
3tWaxq6QGN4jkrrXHcvNBA,300 Entertainment
3gORsZp3xSbkN1ymRNonp1,Universal Music Group
4xM1pUHZp9HsuKNxyOQDR0,Universal Music Group
5mpoNfkTeAS2laEOnoSA0n,Doorn Records
1NslKOZobWxINFaFkLol3r,Jive
0ljGAdQ5EmiJE52O1VsYAM,Universal Music Ltd.
2hnaJ8ktG2FSP1EthsCo6N,Universal-Island Records Ltd.
7yeVUGG3xvGjKwhM2FBItZ,Geffen
6p6RTnoHCJMnMx2jcK4oGu,Petrol Records
38QMtmbbl4jdpeQ29I8vMB,eOne Music
6sGWFXm5IKtTBMFdIhNB9C,Riot Games
4UYc2CKvpyr2e1moEY6TL0,independently popular.
2HfdqVaLccOvzfsHej9A8g,Virgin
2TUgzZ8XOE8jm7tDpU4iME,Rimas Entertainment LLC.
15q7N7Wo307mfjqR29NpjF,Capitol Records
6uQZ5a3ueG2R8XbimLLjRd,Latium Records/RCA Records
4cQLUsauu6PltpXfMxQH3U,WEA Latina
1JvoMzqg04nC29gam4Qaiq,Blue Note Records
4fygErqiNgFUic5hU42Z3E,Roadrunner Records
2wiPF3m0ylst0JSk1IvZL8,Vertigo Berlin
3tnCAhqSU4V0EEgYnrTRuD,Epic
3zOkSAbg9o7gQ3yXtZhx5v,A$AP Worldwide/Polo Grounds Music/RCA Records
57lgFncHBYu5E3igZnuCJK,Bad Boy/Interscope Records
5I48ENiZiaZZSOpec6PdS5,Capitol Records
3tuAs968COA2vxKjiLvmxr,Atlantic Records UK
0LfM3PGkXE6KvJEE1HkOnz,Warner Records
0M2jouCUu3u6qUXSS2vgYI,"Mute, a BMG Company"
3obQJSWpREwvi19TTAvM5v,Custard/Atlantic
1cPsN0zKo8jRP7eM81uvC8,Rimas Entertainment LLC
3VKVZ7PvA64NtVJChPGDaH,Island Records
1UUOBzIHw0noiRGRpbt3sz,Island Records
2T8UlI17u5hwTqu6zkpkW7,OVO Sound/Warner Records
0PqCkTvKFJxzr9uujq7a3T,Parlophone UK
2JtKf1aFxqS0M3QIj98nG5,QLF Records
4jcRw4qVurxoZcfIYPKDpz,Republic Records
3dnAanoquMtbaksF7pUjyI,UMLE - Latino
0eXAgjcMHbFt3fS0XXp8Kw,Polydor Records
6BpM86nsNY2MdlAa33Msq9,Parlophone (France)
3P5WIUJO0Ots1lQx09TOxk,Friends Keep Secrets/Def Jam Recordings/Interscope Records
1QhonXpNQq8wrGEKX0ofbk,RCA Records Label
2c93mTBuqEHQMiyg53P69R,S-Curve Records
7GaAXgbFSpcJOiLlFGYyOL,Blue Note Records
4uIDigk79DeZEYV6Z5Yf4s,Warner Records
2CYr9450iYkEWq4IWL8plY,Quality Control Music/Motown Records
0F77QekrNe8vVAjU2sepja,Rhino/Elektra
0VWYRbEcvJcPrqMGJirO6q,Interscope
4kca7vXd1Wo5GE2DMafvMc,Capitol Records
61foK8xa76FEOk36uOxoc9,EMI
49HjM8mnjS9PgYjSC03tkS,Columbia/B1 Recordings
66v9QmjAj0Wwhh2OpbU4BE,Capitol Records
6tUKtq2hrHaWVs5Qokzc1P,Island Records
4IZSrYZHALLavs8TTndGiV,Interscope
2gLYQmHLHZhNpTxlnlkXy7,Columbia
1reJ8DttK5EGwdyf7y9FBR,EMI
7MKfE4IRGdrH5bMkqaZ2Tp,RCA Records Label Nashville
2H2Cv9mrQq4PSzGLXmxkw3,"Ultra Records, LLC"
08eQjFT0T2EGVFG5WeCe2V,Universal Music
4z2REZpvRsVMpHFrsIz7PD,Epic
3IdNQBn7De23AVyv2V67wn,FRANK SINATRA DIGITAL REPRISE
7vUJAdvDYXhjf1p0P2yIxh,Sony Music Latin
2vcGYJcPfXUmCdcXXqqukg,Monkey Puzzle/Atlantic
3gpHiNAmT5oXVxe6ewTGuN,RCA/Legacy
2DSNJ8bdoYfC6Uydg8ilBC,Legacy Recordings
4BvD9caT3ZohqNQFcR8dVD,Columbia
5U0pevIOTrPoDsN8YsBCBh,Epic/Immortal
1DF9B2hfwX4EdgEFwGcRwh,RCA Records Label
43dl8hP5uNN9s6YeeJA5fv,Rimas Entertainment LLC
5F6r4JU7TdqI8YOWzj6Fyn,Epic
74ShfU6i2GfPyqwdc5uGl7,4AD
2kcKdEULKToIB701VWtOPr,"(SME US Latin) Duars Entertainment, Corp. (2)"
3Oc7TFerme2LybRGVAcESO,Sony Music Latin
4ZZvKnA1YJ2KcwjMmHBinq,Geffen
577x4v0DO2oQcymLzdAyQ8,Good Soldier
53fJVD9LpBKEMqdAF7PW5K,Reprise
3gNsjaUsu9cRckgUFx5NsY,FRANK SINATRA DIGITAL REPRISE
6Xvc1TfpVEhDeHhmTQEtp0,Legacy Recordings
1HmWQo43Gt8BR2dylfv3o4,Atlantic Records
0OChMQnL4dpFZQH93uPb1d,Pina Records
3aYOF3HVkIr1IzhePfQS7s,Legacy Recordings
4hR7jjsPvRwwcHx8ntJSQS,RBMG/Def Jam
3rDo7fQDUwJ6qmxwP5yQsY,Masterworks
6RlifxGX8F3IijsJXkTIlq,Virgin
5toAA2Uu1BMKBej3WtWeEY,Epic
6opKASPALOkPwCfHvqIS9H,Joytime Collective
4oi6YYTdruWtLATvNiVE46,Daughter
4fPfnp90F94F1Ab8UANpHL,Virgin
6K7559pAYrNCJwsv1uIIK7,Columbia
1MZ3ZQqAV3wFjHjaOe6KFz,Elektra France
3dwf8z3LfHFTlAHiyrcGzb,Sony Music Latin
03dlqdFWY9gwJxGl3AREVy,Arista
5VIQ3VaAoRKOEpJ0fewdvo,Warner Records
5F7rUv9XZPAnNfeKCYkqZS,La Base Music Group/ WK Records
2hOY4rDu51XSBvtwfWgSmz,Geffen
68NffwvgGGTB3aDqkbvztJ,RCA/Legacy
1qgJNWnPIeK9rx7hF8JCPK,LVRN/Interscope Records
4js8lX2b3DBIfixMCPABC4,"Big Machine Records, LLC"
4NmlDrnZOd3ejob9PoiOd9,Rhino/Warner Records
02tfQwJSOLP77oCd9U8bqm,Parlophone UK
7dwIWyB2jdJgL3P2JEgRKm,Atlantic Records
3oxhQpF3Twbkl18oQYfnh5,Darkroom/Interscope Records
4TntWxJmNQSZJGcj3ewRBc,Ghetto Kids
4XiHCUNnGgnnN5xkGue4RF,Shots Studios & Music/10:22pm/Interscope Records
18INLUvzq7lcQUrdaqtgIN,MCI
6YKk4wlKdACRITGKmGnoIm,88rising Music/Warner Records
5XCBX16KNYsAe7V5hQV9mC,Capitol
2NKxb7pk04CuZab5udkGUl,Columbia
6aix4lgk9J4pz0pjbIowdo,Atlantic Records
0XRlr1kD7uPfLb0RxQKt6W,Parlophone UK
3myPwaMYjdwhtq0nFgeG6W,UMC (Universal Music Catalogue)
01GR4NL5O5CZM51k0aejKD,Disruptor Records/Columbia
6FIFqclBriPCb0SjWDaHIk,Warp Records
5TNzBp7QYsXIHrI5xxVuic,RCA Records Label
7JoyVaXzxpgTPjkgB8mWk3,BMG Rights Management (UK) Ltd
4uIhRJj1Au4TiyHhCOZys5,MER
1C4UGzx5gD9b3X0UfAhY7z,Burning Heart Records/Epitaph
4Yf5LJfqpjgl1a4TBiCi07,Reprise
34wa3zf2prXFMk47t9zHFG,MCA Nashville
3nZRriUOOM8Gvv3ox8ybn1,RCA/Legacy
6rrPmmb2lQd5pNRL6HKBZx,DWA Records
4bQi4sDv5BugGpaQWJiEXa,FADER LABEL
7z5fmW3FDD6jlpJtwMXV51,RCA Records Label
0PhTTyRWpJVlg4F5RC0xmE,Virgin
4h3HXlnt6lryGzGbWmcFuY,Fueled By Ramen
18ttJAJKeQvaAg8cpnn9uM,DreamWorks
565HTqHjIx6LIELWCWjt8F,Cleopatra Records
7ik4rjxOnmwnAWWzjj5ni3,Sub Pop Records
3Lp4JKk2ZgNkybMRS3eZR5,Shawn Mendes LP4-5 PS/ Island
47zMF6LrXQ8odi6Xv1unC0,Capitol Records
6CWb2cr93FdkcNNraD3E0b,Universal Music Division Island Def Jam
00WVnPPMH4wPiQk7QgLVgn,N&E Entertainment LLC
02KFVEA5tnY0YnypmWY1tz,Columbia/RCA
6LO6I2uJMkc0u7GHBYHa4Y,UMLE - Latino
3euz4vS7ezKGnNSwgyvKcd,Republic Records
3Fcqa5sb0vVYEEDHzkiOA1,"Right Hand Music Group, LLC/RCA Records"
2ZoLcA4NMOjJGFKeANgNpF,Epic/Bad Boy Entertainment
4fGQ0Wluw5Bt8oN2UPqmFv,Columbia/B1 Recordings
0os1Gz3XMM6dduZSMxVuXs,Curb Records
6ltLI77XvUOwApSWpZbUGE,Polydor Records
0uzAVFqstsfwdLtnDs6zm8,Not specified
3vcwGUl0WiJVssOR1dXEbe,Do It Yourself
26OZ2w8TlwMUmA0GMpQL1U,Ingrid Michaelson (Spirit Music)
2qehskW9lYGWfYb0xPZkrS,BIGHIT MUSIC / HYBE
11qEWtxwrKQUgOBPsff4op,"ABKCO Music & Records, Inc."
2bqksLEQxw80lhxXp6Xtcz,Atlantic Records/ATG
2O985DZAb4i6M6iu4HWqSX,Rich Music
7cd7ofPesyBoPDb2dtUbj5,Sony Music Latin/La Industria
4EvukZrmNBiqJbs3LwOSHu,Columbia
726GB3GTBwPdsGr5XzOQbz,Photo Finish / Republic Records
0fxhOwMkj9lfSIAyTJVnfc,Beartrap / Alamo / Interscope Records
7IhHBoBPWlCSrr8DCmP5ot,Commission Records
1cmOT0GhJc3op7L0kJsGsC,Virgin Catalogue
4jiO2jRz7g50ESvYYKsKwZ,"ABKCO Music & Records, Inc."
46RzcdoDpVi5UcRLML218R,Legacy Recordings
2fenSS68JI1h4Fo296JfGr,Taylor Swift
5oBYG6dEI2Er6EeLnmonGE,CJ Music Group/T-Series
5xFZ4iElFbUFtOGX4lvdTM,RCA/Legacy
08cprzGPjtLDvKMwtQh93R,Universal Records
03JPFQvZRnHHysSZrSFmKY,Virgin Records
7vif3nVzXURIrjGjHeHytB,Shawn Mendes LP4-5 PS/ Island
716fnrS2qXChPC3J2X73pK,Because Music Ltd.
5v8QeQaHeIHPzMCUXRjYhw,Epic/Legacy
57BGq6lpz8RK1cqr2fPVIi,WEA Latina
2CihHxhe77TEB6YEWBRVru,WEA Latina
3Gby5NNeNYkMgAnrtEA3lc,Work
3Yk19X5zgXDSrG8uqrPnXC,Syco Music/Columbia Records
3Hocp9QorapDRHSyZ1AOVL,Jive
2aMWSTZkHdS6mR28WtpuxY,First Class Dancefloor Music
1jToVugwBEzcak8gJNZG2f,Question Everything/RCA Records
6gMv3MgFlieOM6Uz5GZBzy,IRS
5gCxcHCAA50nboku1ks180,UMLE - Latino
2T7gtA4Dt3Nxhh3uVRclTs,Trailerpark
1FSKJ5qUXuWI8T1FoMSLZ5,Twogether Europe
5c2AzoNyr46fCQM5d8mxE0,"QUESTION EVERYTHING, INC. / EMPIRE"
0CKrROL2ULkLDpGx1kt6vP,EMI
5u5AXYtYIxnIs4S7K3xHAN,UMC (Universal Music Catalogue)
5dgSOOnRf2k9UJyijM9ZwV,Universal Music Ltda.
7DrBomoczF4cn1kjyioHJe,etcetc AU
5fPglEDz9YEwRgbLRvhCZy,Roc-A-Fella
71O60S5gIJSIAhdnrDIh3N,YG Entertainment/Interscope Records
4ywy3ahNM8FMH99Ueuf9ZA,Firefly Entertainment
3ls7tE9D2SIvjTmRuEtsQY,Virgin Records
082VlX7cBth0o8xqDGclNn,RCA Records Label
0C0OFASoQC57yC12vQhCwN,Universal-Island Records Ltd.
61qU7ompl7BKKGEgsbO4Ly,Sony Music Latin/La Industria
1yZZdubJ2rovC4QIBP8riQ,Ministry of Sound Recordings
7ygXmT175bKbOpiPjNwXOB,RCA/Legacy
2jCRKrNZVbG2lGMs0S9Opa,Sony Music CG
5qENHeCSlwWpEzb25peRmQ,Aftermath
3zxRCukRL1NQC4vo7ipUet,Atlantic Records UK
3h3fxvmPbYwBp8hqjl2lQD,eOne Music
5G58VVE9ub1KE01Mvbd8XM,Darkroom/Interscope Records
1ibYM4abQtSVQFQWvDSo4J,Columbia
3II80i5KpS38r0QjNzu8ly,Atlantic Records
0PIR7PK8DMB4pgoxq7F9Ad,Warner Records
5cLb4vSQukBpYmox3UKa4M,JP Entertainment (Jorge Pino)
7y7459SFZReE5Wec4hejv5,UMC (Universal Music Catalogue)
6akaB3XfTnCwrY4DahsBCY,Universal-Island Records Ltd.
0nRVAnU410D5nOyVWCadJh,Urban
0VLl6NV05DjwNE2lZFdCEI,N&E Entertainment LLC
69iuPQsXel3luOSDNF0q2Q,Aura Music Corp.
1OXUnUd8QPoVJpStlBGn0J,Sub Pop Records
2QzbL1DICo4xZnWr8Sw4fF,Virgin Records Ltd
0CoNLgOwcZGBUSwd9fAZuy,Legacy Recordings
5MfeQZrrNfMqcaq03U9qOr,Universal Records
2NCtCObbmJoJnplsR5mLAl,FRANK SINATRA DIGITAL REPRISE
5YErGPYkVAaEV04hVFdmvW,Parlophone UK
6x3lObhgC3H0KpOfePojFG,Epic/Record Company TEN
6Ps0kbvAjuz75uK0uuZzWa,WM Germany
0VvK3TRKSJTk2FR4bzCV1w,Universal Music Group
2xOAAj0YESnHbb0Fcrle5N,Polydor Associated Labels
6trNtQUgC8cgbWcqoMYkOR,Republic Records
3KzCJaaRVza9FnSsqtAFeO,Universal Music Group
4pgNeQfSctryAw4e0uESHe,DF Records
7kYBLI9MzERZtMMByoZtOs,Urban
4cCfFozyo6JC8acN8uIP7u,Parlophone UK
3ng0Nr1GuIqsp4oEzyMHVm,XL Recordings
5uJqpJth89JzqPFt6vEzwF,Disruptor Records/Columbia
1xn54DMo2qIqBuMqHtUsFd,Atlantic Records UK
1FOJ5IXGXe8dl0cXvCU6wK,Epic Amsterdam
28ar4s0wTogBoh3hcMGfzQ,Universal Music Group
3Sags1sVK0ynALAsA9gPTQ,Vertigo Berlin
7JOCOjZTcLysDMkZGWlcIj,Epic/Phonogenic
64vx3cUb97lQGlgt8zozWL,Disruptor Records/Columbia
2AyPe61zX0w8qipMCFopUA,Poe Boy/Atlantic
24X4IZGu9QcQ8pVf9dFAGg,Juice WRLD Mixtape / ISR P&D
3W6dGZZiH1GxBiQWE5CjzK,Universal Music Group
0NVQ9k3wKmuK6T02lLMl6y,Vertigo Berlin
3Ywlsvgu3H6L3q9NHydNR3,Universal Music Group
09Q3WwGYsQe5ognkvVkmCu,BPG/RVG/RCA Records
3RKhRsifs4RWrqvWV1YpPY,Virgin Records
1XO0SIspYtH1EKFs17UAtj,Universal Music Ltd.
0IGsZsrvIe5AQKvMmVobYq,Columbia
0OY2WzmmPG8yRZzmMeTX9N,Mad Decent.
2RE7Fq5gQ7K78MDwVBkkZ4,Universal Music Group
4sLtOBOzn4s3GDUv3c5oJD,A Star is Born OST
4UB0J5V3JsZZtNR360pZ6r,Atlantic Records
2bw00gRKNKbTFOqCkohbSh,Joytime Collective/RCA Records
2Gf7TGoOt6FyRi7p32OzUM,Epic
4PgleR09JVnm3zY1fW3XBA,Atlantic Records
7p7RFI5jtwYDknwhnQgmlp,Universal Music Ltd.
2c8vURxg70zOZTxyQFSCOS,Universal Music Australia Pty. Ltd.
7IzpJkWQqgz1BTutQvSitX,Disruptor Records/Columbia
4HlYiftFUlOi40yFa0DUqD,Epic Deutschland
1vAEF8F0HoRFGiYOEeJXHW,Universal Music Group
2YLHkrwyRBsjBgSAySg0es,Universal Music Group
2YDNDwQvsU0njt7Kq0xNRY,Universal Music Group
3xFSl9lIRaYXIYkIn3OIl9,Monkey Puzzle Records/RCA Records
1I0SiaA9JSjKb1OKKDemkB,Red Bull Records
6lBTYoX7ZzU2Xbf8RHAv0u,EMI
7mRliFLzSnVPzjO0sSy3ar,Epic/We The Best
6kf46HbnYCZzP6rjvQHYzg,"Right Hand Music Group, LLC/RCA Records"
2JWBVBmidYbaAR6o6bwcnC,Universal Music Group
7dXFsFhkgoWcb8uyI722km,Sony Music Latin
3cG32DOXJoYlOHMmJIaQsm,Columbia
48zisMeiXniWLzOQghbPqS,Columbia
2ZUFSbIkmFkGag000RWOpA,Cash Money Records/Young Money Ent./Universal Rec.
3L0H4RjVXpEkwfDgi3XOdf,:):
4EUf4YyNjuXypWY6W5wEDm,Mr.305/Polo Grounds Music/RCA Records
7oiJYvEJHsmYtrgviAVIBD,Columbia
163nFrWkhj8FwiwJ11Gu93,Universal Music Group
5iwuX6Bx05LHz7cEZex92F,Universal Music Group
76FXHQhTuT4QMIxfL09gX8,Macklemore
2Qm9AzJHWLG9vbJCeXRaAW,Latium Records/RCA Records
6G6baprVCNT1apcXRpNOoD,Embassy of Music
3vLaOYCNCzngDf8QdBg2V1,Columbia
24REY1t8dFi2VXi6oUVO8j,Interscope
1uaIXmroQAjO7DB6zZPcpV,Warner Records
5yYFrOnqG8cEciKnsxHz2r,Universal Music Group
4O3kjO4lcJv1o3kUud54iF,School Boy/Interscope Records
2hNdpum500dG6mDXs87nbc,Universal Music Group
1Val8NiAXyp2yTBiwZ53Ju,Universal Music Group
57DmSe1xfynExe60QgpWU0,Universal Music Group
2SByipSK8eZ2pasaIwwzhf,Disruptor Records/Columbia
1j4y4oErsQ2dIiZXClg1Zc,"Ultra Records, LLC"
5t4A7Loq1pKRFlkBOs1O2O,Artist Partner
4pvMZr2Kfe1typbTqMHa8z,MER Musikk
2ZaX1FdZCwchXl1QZiD4O4,Island Records
0IUCAsckpNyV4wHKIHQawC,Kygo
3hARKC8cinq3mZLLAEaBh9,Universal Music Group
1sweBli5bv5QIothRFFMsf,Universal Music Group
59eUYETmE1zi31ESb3SUkI,Beluga Heights/Warner Records
2Q9oTK48eb85waX1fFJsvj,RCA Records Label
58ufpQsJ1DS5kq4hhzQDiI,Atlantic Records
3T4tUhGYeRNVUGevb0wThu,Atlantic Records UK
4OTAx9un4e6NfoHuVRiOrC,G.O.O.D. Music/Columbia
3meZFplbMmji648oWUNEfQ,Atlantic Records UK
4CZVGlURM8vncG4ftZULTS,Generation Now/Atlantic
2o9McLtDM7mbODV7yZF2mc,Republic Records
2EGptGE7CCkr1dCO0QRGLQ,Universal Music Group
0fvTn3WXF39kQs9i3bnNpP,Universal Music Group
4lFDt4sVpCni9DRHRmDjgG,Universal Music Group
0lRbF5JRgJIQ0kKvwmbszy,Virgin
