album_id,label
7LMJKPGcBZjZf6AEnTBS2t,MBK Entertainment/RCA Records
6rnzvZhe3PA57xKcKLRtJ6,Universal Music New Zealand Limited
5BRhg6NSEZOj0BR6Iz56fR,RCA Records Label
3KYFjFzw34AhmlxQC8r5W6,"Ultra Records, LLC"
581MrXg5n979mmvZaC6AOE,Parlophone (France)
1dzGsItgF4Gp1G4TNsdoXU,Sony Music Latin
1fRr47hbp60yegltnsvkEH,Epic
35yZZTWeSrszSKjRlFETwf,Parlophone UK
3YjfdLdpQcVI72uKhooZst,Columbia
0JGOiO34nwfUdDrD612dOp,Darkroom/Interscope Records
2dgMNhMRwHj3K2zb1tDy0U,Chimperator
3W6TEVlmaP22E4KvWY9HrS,Rhino Atlantic
5miSqsykQPBenTYVCx3uN5,Ultra Records
6MCNMOCRsh6nxs7PNzc0zN,Virgin Records
6a6Dy4LaFvh43Ed5lomDEd,Atlantic Records
2wart5Qjnvx1fd7LPdQxgJ,Warner Records
5yqBTSoJqE9EfApl2Pptva,Rhino/Elektra
0YkHsU3Mblh7jvNngbV20W,RCA Records Label
42wflBbrb9OchJfd3qiGRO,Epic
7C65CLdoGCQZ739kfYVcwY,Cleopatra
3BSOiAas8BpJOii3kCPyjV,Epic/Legacy
6SfhyLVugAsXYDvs966WBn,Roadrunner Records
3SpBlxme9WbeQdI9kx7KAV,OVO
1UPxmm7vKXqA7tO7Y3XklR,Republic Records
68JMNFwtqRgtdY4ufFG8EE,Rich Music
7A3LlV59lh4KljWa7I6Tks,Virgin Records
7aS92ROK5rixV65VSRGPct,UMLE - Latino
1JFKchcdu3ewuhA5PIHWno,Kygo
0ptlfJfwGTy0Yvrk14JK1I,Cash Money Records/Young Money Ent./Universal Rec.
2W2EmEpud13QHlhCFS9P8g,Mercury Records
1zbH0DnpYxaoqTojXNLQb6,UMGRI Interscope
7EPmezGIzLHj7LeTtLYhJZ,Priority Records
00hVMpFWegdBKaNDAP55Bd,SRC Records
5wFQi4xOTXILQSKQr0Ft8s,Collipark / Interscope
7ClxwGfXKhbDYykavKxvNY,Alamo (Geffen Records)
3B61kSKTxlY36cYgzvf3cP,WaterTower Music
1oUcoy4nqIPYQBEGJQenlO,Decaydance/Fueled By Ramen
3dunJ0uhRdQJNqKWdqAeqe,Paul Kalkbrenner Musik
6IDd97M0SevWeaHKPMbvBQ,Collipark / Interscope
6I2SUr0MolRUiDEcZAbSWm,Victory Records
19EwdZNJYi92XMSKEyhnO9,Think It's A Game Records
55jET4vDioHHd7ztX7OX3h,Capitol Records
5jmVg7rwRcgd6ARPAeYNSm,Taylor Swift
0wfne2JijoxJm0qzJd3V5h,Roc Nation W Smith P&D
7KZkFAtkse1rKL9HdFTCuh,Interscope
0fhmJYVhW0e4i33pCLPA5i,Roc Nation LLC
6wTyGUWGCilBFZ837k5aRi,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic"
6q0I6xK4VkMPGELXVAxuMO,EMI Catalogue
6koDBGMqurYl3EZnaxCF7N,Atlantic Records
6yhvsasMsZ1ZMuTk8qIHx0,Elektra (NEK)
31nNzJE8ZbxRsG9YB9P6zj,Universal Music Ltd.
18fYN6Hlig5t7ObBfQYUPe,Motley Records
40GMAhriYJRO1rsY4YdrZb,Cash Money Records/Young Money Ent./Universal Rec.
61EgDesQnFVyYf2UneM9PQ,Polydor Associated Labels
1nAQbHeOWTfQzbOoFrvndW,Kemosabe Records/RCA Records
5cT7ee1sy2oEbFalP4asS4,UMC (Universal Music Catalogue)
6Ar2o9KCqcyYF9J0aQP3au,"Big Machine Records, LLC"
4njOhY51h2CBqdAX4o41U1,I Belong to the Zoo
0vnl1Thsl1UB1VOHeyOJzN,NITRON concepts
0Jxn7c5MQwqvkahOp4YiB5,Island Records
2AxfZb5aQHIXgsB1HA6OLL,Infectious
6x4UQQ7TVOja89iXV047Zo,Republic Records
5qC5YqtLMlsm5Pyl6GtfpP,Arista
6IJ3u6R56lp0AUT0W9snon,Cali y El Dandee PS
44msshHeN6irJ1md7GVSlU,Capitol
22CVoj4sxsAGO02OONbkQA,Shady Records
7Cw4LObzgnVqSlkuIyywtI,Baby Keem LLC
2U2tXCZs8j0H4NEvhfe4zV,Sony Music México
5SjK8QSqZEHMkzlq2LgM8e,Sony Music CG
5pqiHmyrsBIRTLUoIhT8oz,Spinnin' Deep
6Z6QdCXb3IBonAUSwLP4iB,Columbia
02w1xMzzdF2OJxTeh1basm,The Bicycle Music Company
7vus4Q8r5DS2Dl1JClxEsA,Elektra (NEK)
5LIIJcPOYm4G4mFw9ydeBE,Universal Music Mexico
2PFiZ23ZyPTcgwmXk4X6o0,Epic/London Ent.
1bCBZ8LedqwVYOLDLrRbbY,Columbia
6RuwGwQcAureaOraKJNFQG,Columbia
5EIy7f9l8YEqEkGuLLjd9A,NCS
1AB8tdwS9hY4iyulXexNab,Roadrunner Records
4m8XN9CKqve1ExYBnNu5kt,Sweet Jane Recordings
061vVdNVxwouz0INdQeOkn,RCA Records Label
1ZhBKlFwsI2ppVo8LivPyG,Epic
3zjKITMp5FHj5aqtWWXrxH,Sony Music Latin/Duars Entertainment
2XHw4PFHT6srg7dxA3yrKv,Universal Music Mexico
1JSCfr9YFx7SAP8sAYS5vx,Parkwood Entertainment/Columbia
7g5WqPI4CdA22Cy8LxRXCf,La Base Music Group/ WK Records
6FSP9t3yTTFO6hOBkIxOIY,OCESA Seitrack
73JUDiyiu0OXCzzM2jjVkL,Atlantic Records UK
0Rg4l9kXJQyl04Oz4XyMWB,Los Oidos Fresh/ Los Proximos
5NQ3rqH1EwpYhfeWKXCXHc,Kamouflage Entertainment LLC
4k5sb7GI0J55nMSyIHJsXg,Cubevision JV New Agreements
7IDywTRaCI8qzS3X8tNU3x,Epitaph
5cIXrkl0NX3GMvzLfGl2Tt,Parlophone UK
49yHvRh1cOfLcEKukEP7Ox,Hollywood Records
0i96PtPJV65ddxsfMfo45F,Republic Records
6sUoihv7EBflLLP4VriHUe,Parkwood Entertainment/Columbia
26c7MmQ4w8EAvVLb4jilaM,Atlantic Records
1RcwvxkvyE60CTFNagElek,Capitol Records
6MEv8dNtVbKDW1WG4Hk6WZ,Victory Records
7trUmg86DFfcs1uRRiv8GY,Urban
5bb2Sf8jps2DTyI2urMThV,Atlantic Records UK
1QhKOq11hGEoNA42rV2IHp,Columbia
3ly9T2L4pqTZijFgQssd3x,Universal-Island Records Ltd.
4w177LbRYa3z07NifGptFp,Virgin Music UK LAS (S&D)
74ydDCcXTco741y42ceRJ5,Vertigo Berlin
3XfcRL9lvavzkYOkVt9GtD,Sony Music Labels Inc.
3TtCMt4XLddj9PQeVBfsK1,EMI
1XbNDGybI1iPfeQNJEeUdn,Commission/BMG
4a50hfH6HJQywmghPYnRRW,Arista Records
3dCEXNx36W29EYCMUAx5p5,Premium Latin Music
0Tnve4bDxyiBCRaj03qO8z,Motley Records
0KTj6k94XZh0c6IEMfxeWV,Polydor Records
6TvxpBzf9c8H1fsrAaQ8t3,Nonesuch
57tmzh0hsnWU8znnvEWJbe,Premium Latin Music
1AA1avbCE48opUmDgywTO7,Irish Music
14FrKuNUxsU8eEooOVW1DC,WK Records
6kBuGNoOGE7uiPhN82dcJ1,Big Beat Records
1QJmLRcuIMMjZ49elafR3K,UMC (Universal Music Catalogue)
39xhYyNNDatQtgKw2KdXMz,Columbia
2AbPwLvpR0FwpqGt4ZY1q4,RED MUSIC
6NmuOSiXv5WoA5lYjemVTt,Universal Music Spain S.L.
555qwe1qUgLdee80TZ2CQt,Legacy Recordings
6ra5IJfLnuwbBm8NhxA2zX,WEA Latina
2Ke07jWpOWaNVYpNMmXt7C,WEA Latina
0nTTEAhCZsbbeplyDMIFuA,Columbia/Legacy
6L3ecTkK0aKTUIV7x0l1lU,Chess Club/RCA Victor
6eh82ojicL8RSJF7GkYTh7,Epic
15RtpCAMdQBuJV7cIwztLC,Indipendenza
2a9AGivapFES2j2ElI3odn,Columbia/B1 Recordings
6YMSXPIHkA2jPIlFHuejXW,Decca (UMO)
7yCXgxWLZZEAiVsISKN3BF,Epic/Beluga Heights
1J2rHvvYb6ChhdUXTYkRWJ,Columbia
6suxiZXNF0F1NC8nPCJG5C,WM Brazil
1lgr82yCJYR5lgsSyxXgBH,Mom+Pop
2jae5Jx8Yh1WjP1K4wTFUa,Universal Music LLC
4gvQO5mEuhbMSrLIuwXkmz,Rimas Entertainment LLC
7mdpibDh6Sec6o6zItcSEH,ICY/Artistry Records/Warner Records
5QdYO6Q2POaG7dhVIsJeWd,Premium Latin Music
68ZGCwTDtJGbC3E3gL6d48,AJR Productions/Warner Records
6s84u2TUpR3wdUv4NgKA2j,Olivia Rodrigo PS
4DCwNXpnKEBYbls0T4LQzN,Universal-Island Records Ltd.
2CF1utwLM2yXHMZhwFGVY1,Universal Music Philippines Inc.
7at3CV9Y9P57wsEXkfU0q8,Geffen
5wfam3DHsK7cduTO0VCHQB,Last Gang
1OdPn6qOTFA07CstI7Gh9C,Walt Disney Records
6j8k5gIeWzXapGKTVaZzER,Walt Disney Records
23zzZlUiABIg4ftZbJ7peK,Rimas Entertainment LLC
3d18JaxDfbuCD8AyoG07Yt,Armind
05WTBdwkHAqk5Mg68ugD7L,RCA Records Label
30Ni9qg2MBeeZXybsMOQ7m,Mosley / Interscope
7F8Usvm4Vj3XlRztSBRfEH,Hear This Music
4lekjTG98U3jSYovJJji30,Int'l Latin America
1aGapZGHBovnmhwqVNI6JZ,Blackened Recordings / Universal Music
0BFzNaeaNv4mahOzwZFGHK,Warner Records
50tETesjwQTm86wCy4BXZj,Four Music/Two Sides
15sy3XQFShOFiDpKoxByyA,Universal-Island Records Ltd.
5WdbJyYhdrJ9iS7xUyfkzs,Spinnin' Records
5boy0Dm6JWz7YP8yIWdiyg,Capitol
7KHTE99FaDr8r7V8BZG7WN,Johnny Utah LLC
05LnxfemtMkSIcVqMjcuLL,Virgin
1nbq8GgaVdINI3PulXvPUq,Parlophone
3L7dWkpi2vNPu3qiskT6Yj,Universal Music AB
5BDGtXKMQ6k267KX4PoGhP,Virgin Catalogue
2X45SzRfAFsxgkBxgryWfF,National Own
0WwsYZdk2Q1yFafJEGXpKl,YBN Cordae
5WS1g0cKtjfK6eDoSLdv7d,Mansionz Profit Split
781cKhbTPwLnPmo9BALQl7,Top Dawg Entertainment/RCA Records
1xhO0GSoezdPJcSuNe1ySv,YOASOBI
28Yv9BE6ZI6dccK0sxbEq4,ICY/Warner Records
1hG0rwH2mYAzpWhGEYBRS8,ADpar
2EVR73AnIDeYLxVDJIqObQ,Bush Catalog
07IHAhsG4FnnfHQSb3bbAZ,Universal-Island Records Ltd.
4nr0xtBBSdHcnaq3iSqEIr,Circus Records
5waiE6DS2ntWF3Q0yekJUm,RCA Records Label
17jzAujoXwIF60ojew1yHU,Sony Music Entertainment
5LKilxrPSOHakkR3V56YYZ,Darkroom
224jZ4sUX7OhAuMwaxp86S,Columbia
7ilqGyawRNe3bXNfLYtrfo,Universal Music Division Capitol Music France
7KF1Ain9mYYlg5M46g0i4A,RCA Records Label
5MqyhhHbT13zsloD3uHhlQ,Polydor Records
65Z3hZGZsiNcpOAT2U0Inn,VERY US RECORDS
1KQUrny9y5zGpktF6hAGd4,MCI
4JAvwK4APPArjIsOdGoJXX,"Dreamville, Inc., Under exclusive license to Roc Nation Records"
6Fhnezpt7TKojq1ufkZ5qA,Sony Music CG
1VNBZDM7OxEQPFbEtVqUuf,Canvasback/ATL
00ghbYarAA2BLbeTtp1ryW,Sony Music/BMA
2LJiFAtg7CyHrkUGr4mwGl,Please Rewind/Atlantic
1RVXVo1puacM8aQ6hgQahi,iHipHop Distribution
262JcveAzA4ngibAS3Ocm8,Ministry of Sound Recordings
4bZJWQhHKJckFLJuYdvyX2,Columbia
7mxNuldTYg5SScgpyNsMd5,Urban
2E5iqICR92fk9X8kYYN2Bf,SRC Records
2Hjcfw8zHN4dJDZJGOzLd6,Columbia
3qr4pTBWEU1SVf01j6RAx3,Universal Records
0o1uFxZ1VTviqvNaYkTJek,Columbia
7iJaLP2Wqt624nD3esC08f,Coconut Music
7F9yYqHRtIZnEGF2tANI4b,Virgin
6MJlXwm9rJV1sWBhNKIZG0,Infectious Music
33FmsnS00we0hrD1NrGniq,Black Butter 1
2p6QlBCrnKwUFC0wPN1kfV,Warner Music Philippines
5gK2l2LgWY0BA4p9uy27z6,Rawkus Entertainment
6agmeioaDOBupymziJihgB,Cash Money Records/Young Money Ent./Universal Rec.
1jTRS4KS666BesH1GUHyEV,Flow La Movie
5Jk2ROWL8a4RxmFNiT8pvA,Sony Music Latin
30hPMwyrsLPasI6413LJ6W,ADpar
3FVlwNpia9WZoRlsRKS4Z4,Universal Music Ltda.
7HBKKw5pJLNj6mdRLb1KG3,Elektra (NEK)
0cnNCK2xpudXjB8pzsrYy9,RCA Records Label
6kqOHnshP4RMTUWKrhm6Sy,Virgin Records Ltd
3Qu13eNn5FYNuFPwgBG6dO,Night Lovell
7GSCElvTHw10xFfIHdibF1,Universal Music LLC
66JuK41D3LpkbX3HCTGcQk,Republic Records
6UhbbQb8x5pesyx5lSaXbe,Parlophone UK
5r8T7S23cVDSd7a045h4N5,Rimas Entertainment LLC
0NJjvdOd3ULUTvoVFCCFJN,WM UK
50ZZfZOEdF0FoTEbWIB0kq,Virgin
4uG8q3GPuWHQlRbswMIRS6,Reprise
6TbkWAqqY4nhQnYim61IU8,Infectious
6zXUDBGLbrB9Kgkw2Y3F7L,RCA Records Label
4Gnhm7AGwlXf0UxC2yxJtz,Universal Music Group
1w0fs0y7Kb83F6ZmPpTDIB,Epic/Record Company TEN
1G2ZRwcqN6warfakvcPgEs,Universal Music Group
2eV6DIPDnGl1idcjww6xyX,Monkey Puzzle Records/RCA Records
7KAoB1N8QmvYVQv5cwe9Xp,Universal Music
5fKL7vMTXvhR9tov8Kqt3u,Roadrunner Records
4fOw7xSDwqb58Z2Qia5j81,Epic/Grand Hustle
6mUdeDZCsExyJLMdAfDuwh,Columbia
5S9b8euumqMhQbMk0zzQdH,Atlantic Records
3BcNHuKlAm57APDcwh7LJq,Virgin
6400dnyeDyD2mIFHfkwHXN,XL Recordings
7HoaC5xw6TEBJqZCcBW3Cl,Beluga Heights/Warner Records
3cVNp1AXxdzoKIs9r6keWU,Universal Music Group
2W1FG3831Z2n7SpNzPSKPC,Universal Music Group
6S0OKl6hp4sLUCneAZ1RVe,Bad Vibes Forever / EMPIRE
1FkaJUwfqLdQdSmRPBlw6l,Sony Music Latin
3QvVkG9yd055R5ThkzjHBI,FFRR/Big Beat
4Vae2gJonOoTfqckhobNH1,Universal Music Group
6gWpfkaPUY3jCRJfw9F6Xv,Because Music
7g9RcHiOu1Di3B4Js96Fz5,Universal Music Group
2r1iXEfyFZaYSmthwnKGGp,Universal Music Group
177byugYOk12NcfRtWvghY,Rebel Rock/Grand Hustle/Atlantic
13WjgUEEAQp0d9JqojlWp1,Top Dawg Entertainment / Section.80
2Dw4fYqDQnxsgoXDdMbqh3,Polydor Records
2JgVVnno2fzdmV1BqwdQBi,Syco Music
0ODv3WTczShCicpZWliTcl,OVO Sound/Warner Records
0DEsmIQ5ir7tz52Nkf4i1K,Beluga Heights/Warner Records
6PBBbXmYV7dKnaik0fjkOI,Syco Music UK
6AXqxvuCq4UMmOB1r24mui,Universal Music Group
7aM9uiOOQd6oEzM35ji4hr,Universal Music Group
31tCg5RXhY5jpagfCPcQa2,Beluga Heights/Warner Records
5RClKl1PRdmGyC4n6BCOw0,S-Curve Records
1KfKXG5VRlDTX55wq5bXbv,WM Sweden
236GZxcyha7tPOExcuFFBK,"Think It's A Game Entertainment, LLC"
2qKmY7yt0kXdzSQxYAu9eZ,Universal Music Group
5uWJP1QRmJemAFD3JH2LOG,Sony Music Latin
4rKrPkq8zi6jKmuLdzpNY2,RCA Records Label
1PZviVfBJJxNw5EtAwzdUu,Parlophone (France)
0geTzdk2InlqIoB16fW9Nd,Universal Music Group
6NomK9f7zRLOuScvAyI1XX,"Ultra Records, LLC"
71QyofYesSsRMwFOTafnhB,Chance the Rapper
6fwBNnSZc84IyW1mE8ZLsA,Universal Music Group
5Hq4LcmCQ6BP3kM8J5lgga,Universal Music Group
6Z1zv6Hw9bdvSoxI5uYk2h,Polydor Records
7skmxw0M4VQMZwY4lICAHl,Warner Records
1rMmiDKa8V5H9yYTPAbLng,Best Laid Plans/Columbia
7022ECVjrOuOHrHUo9dyMd,Universal Records
6dgQDrfjCOe7E8ruh1ruWa,ByStorm Entertainment/RCA Records
6k0mxvr3REgMTOT08V7mFj,Sony Music Latin
5R95BlKCigU0aC7doxO66T,Universal Music Group
7ltvnXQCjQRwTlMy55XcCz,Big Beat Records/Atlantic
2YeOhhJg3OWpN0F1VYPxtW,Decaydance Records / Fueled By Ramen
4blCxKnK1sGo9D45trrqjt,MER Recordings
0fUy6IdLHDpGNwavIlhEsl,Epic/Freebandz/A1
0VmE95pr5TSpZWucfyhO5e,RCA Records Label
2HTbQ0RHwukKVXAlTmCZP2,Bad Boy Records
7egFYhw2ozNWDfQm0P97ez,Universal Music Group
3x2jF7blR6bFHtk4MccsyJ,Virgin Records
4Ky2PpWb26OxNabAMffyBw,Petit Biscuit
6v6EzwVvKfFZfThip9675y,MER Musikk
0glJnyA8SbcP5G2vtPDMNB,[PIAS] Cooperative
0Gf1yE895FKK4YWVRuAeg8,ITNO/Columbia
3EwBqZP15qaDl3B6DuWXZ7,Sony Music Latin
1ROVEUk4lc2vD4a0IN1TWS,Reprise
2lVfMtUwFK2bM3HNEyaNax,Rimas Music LLC.
3gmm8Sd93oyjTWug7Ci0Fd,Universal Music Group
7oKtXc3FkeOZTCB88YugON,RCA Records Label
4L5pz06MVlsWaTEjSQPN8h,Universal Music Group
2MxcbOGFi99D9JACvj74AH,Universal Music Group
0EMhE1oBYG37o0OaArsCIj,Columbia
6deiaArbeoqp1xPEGdEKp1,Warner Records
6rIbiUMmZJfqJRnXhVxFvg,F-Stop Records/Atlantic
4WW3ME0M2dUoAK5hmbXsN7,Universal Music Group
22lEQJ7khtB2yvsq84FDQb,WEA Latina
4m2880jivSbbyEGAKfITCa,Columbia
6buSUFSCXUIj3DOH3gUoRe,Hoffman West/Columbia
5vYA5O6P4ESBwV1gN1orpi,FFRR
34GxD8gBcVX4CkJRJP73Ph,Universal Music Group
2pl9PVgr8QFKRGY0HY69GI,Rostrum/Atlantic
4LniALl9S6YedTFdiZWOMS,RCA/BMG Heritage
1CvjjpvqVMoyprsf74bpYW,Arista/LaFace Records
5sSzF3uA1azPVO5bRRqW29,Black Butter
62zNw66LWCYoYSPGkJ2qCm,Universal Music Group
1SyPSzX5SxqM3tXU3weUzy,Island Records
1fV3TdIojhb9lQXd72HiPq,Universal Music Group
3XNK8vPk3O1rjhDZyOMJ6n,Atlantic Records
3JtrpF2jNBfd57FljnYI1Q,Universal Music Group
6qIOlt2SVkfs9NynvpaQ1j,Folio Group
4fkwYpgopcuTTR0fvseWXk,Universal Music Group
5oWQ2uILvj5bAjeIjSYYc8,XL Recordings
3vOgbDjgsZBAPwV2M3bNOj,Aftermath
7pTARJYCVO49nFXB1Mo5re,4AD
04IMrSQ7UxeYBDWAUf5HMc,Universal Music Group
0aGzTOetC7VdotwXeWLenJ,Poe Boy/Atlantic
7pMFJnQzOnQXviU4FPpQAn,Universal Music Group
6W3qGdySLUVV9OYW98UWZn,Mad Decent.
4p9QlliNvKndyKSPyuJlP8,Universal Music Group
3fi4zQJmsXI2Hw2pl89aTh,Global Gemini
1hyd7RYmR54Elg3MhZzXJW,RNG / EMPIRE
7a5U0GPoAvT3gvEY66FRuN,Universal-Island Records Ltd.
3Jvd3wjRENrLxPgUxQ5Exz,Universal Music Group
5YLRVHDVRw3QqWbeTGpC5B,Epic/Record Company TEN
623Ef2ZEB3Njklix4PC0Rs,Red Zone Entertainment / IDJ
2dBgWXp41imu2zBNv9oFxZ,Sony Music Latin
2h7IRrDatzXKOlDdmTvKfi,Parlophone (France)
0pzj9wBT4OKgM7FBfl5tgE,Universal Music Group
3W6iNTF9ajh2btsyxslpCY,Atlantic Records
5l3jo3oe2M7KM37SIeUzLc,Universal Music Group
1DCI0mQQdf0LYoXheONDXi,Universal Music Group
2tlTBLz2w52rpGCLBGyGw6,Warner Records
748dZDqSZy6aPXKcI9H80u,Aftermath
0eGvq1J5Ke7VlLLOYIlY4k,Universal-Island Records Ltd.
6HVUZlUVyIX5oWeOncHqmv,RCA Records Label
2s1ncecjzOlqbTDhnPAWhn,Universal Music Group
2yuTRGIackbcReLUXOYBqU,EMI
0jR6E4KQGrVLbnG6Fw3pe9,Glassnote Entertainment Group LLC
4BCxAlQ05BCLPuY1Xh4n7R,Universal Music Group
0L0mzP8RGm5SNlwgZfBuxW,Universal Music Group
1wajKdkMTSqLpMinU7KNKe,Artist Partner
7qqYU64i563QXANa6vpkSr,"Big Machine Records, LLC"
7BWK3eXcbAdwYeulyQj5Kw,Universal Music Group
1gIC63gC3B7o7FfpPACZQJ,Parkwood Entertainment/Columbia
0wdou8qWAYBnWHoSjZG090,Parlophone Spain
78ysj0YXG9moP8Gv9izzm4,Cherrytree Records/Kierszenbaum 33%
4Io5vWtmV1rFj4yirKb4y4,Epic/Legacy
5J1vKkCC6aoOGZjE7YZrHE,Atlantic Records UK
5pnuFhf3CzEEscRgST09H5,Universal Music Group
4lhyg7YGQagE8FT8cZBqyw,Warner Records/Roc-A-Fella
6wu7tiTr8zchRG7PWwTOK1,Kygo
7BJ02LuWRn3RH7yDHZAJr2,Universal Music Group
1L6sJLS18bJTadBupSYFAp,Sony Urban Music/Columbia
3gj5MfnW3Oud8Ji1n7Tops,Rhino
6Mtye5lhYh1JtHenUkIsH6,Sony Music Entertainment
4xNCtUWlbfoRilthUHkWR1,Universal Music Group
4sgYpkIASM1jVlNC8Wp9oF,Fueled By Ramen
7MhZHvAhusmZDwa3RSjikQ,Universal Music Group
0UWfsn9kLlH565DoEuvdtA,Cash Money Records/Young Money Ent./Universal Rec.
7oYKSApfrPWuKk8aH6rH7t,Universal Music Group
1ZdpJmpbaY2tMseayf4tVL,Universal Music Group
10XkosfP4obSLU0DLWK68O,Universal Music Group
2R8sO7coUsDazpoQzmGIWp,Universal Music Group
5nkgosKhWt1yXRzmjXNV2d,Epic
0eFHYz8NmK75zSplL5qlfM,Warner Records
6pFZVwBPXj3m4dyaKcnVev,Sony Music Latin
1V5vQRMWTNGmqwxY8jMVou,Columbia
6d2qbn0ZaUgEGY48TCKn0x,Universal Music Group
0xmaV6EtJ4M3ebZUPRnhyb,Disruptor Records/Columbia
5DLhV9yOvZ7IxVmljMXtNm,Nonesuch
0OcMap99vLEeGkBCfCwRwS,Roc Nation/RocAFella/IDJ
7oc6i8xUILaWwQ5BJMZS3c,CM/Republic
3REUXdj5OPKhuDTrTtCBU0,Rhino/Warner Records
4b13SJlne61y53KSEwuQtD,Atlantic Records UK
39WwaUn8HTVZpJJmAuIIHN,Universal Music Group
2AGNF8r2y8HL85yVk2bwmS,"EP Entertainment, LLC / Def Jam"
2r2r78NE05YjyHyVbVgqFn,Fueled By Ramen
3arNdjotCvtiiLFfjKngMc,A$AP Worldwide/Polo Grounds Music/RCA Records
18zk9acAR0pe0oa6xMxd5S,Universal Music Group
3pKTKC0AAe3yTcXQLzvpSW,Songbook/Atlantic
0MYABBSxz6JqujXq2JBvsF,Universal Music Group
1Pz7lBRN2k5tLMGoZUJVea,Dollaz N Dealz Ent
1fF8kYX49s5Ufv4XEY5sjW,Universal Music Group
0YLrAWUbY0nyM7PFtqnYld,Sony Music Latin
3VThTmMrzPDzNFSnzAUxqC,Island Records
2bnkh4EIAqmqJTKRZjwfz8,Big Beat Records
10v912xgTZbjAtYfyKWJCS,Columbia
2RfF6dGpYIN5u1mNkfG8Pb,Universal Music Group
7s5gKFHMzzMHyLE2KFXNkR,Syco Music/Epic
03Og8YvbFYbe3hmr9MfZHT,Universal Music Group
69wjSAZXZiD2EBia3b3gxL,Columbia/Legacy
1OLivqDNRPeMVJj3BsUCwk,Jive
03n4EmWNweUARTWYtmlPqt,Universal Music Group
3dW0fNYAWknQ0xpkzwmreZ,Universal Music Group
45RCf7eFYVIP9XovDZVBtA,Universal Music Group
7mgdTKTCdfnLoa1HXHvLYM,Generation Now/Atlantic
0IuHVgAvbNDJnJepuSZ8Oz,Hollywood Records
4cJyCdYZKnIhxQCSymU2ES,Musical Freedom / FFRR
5N6Jn6dBh0WqLzGfOPytgx,Glassnote
5ppnlEoj4HdRRdRihnY3jU,Epic
6w36pmMA5bxECalu5rxQAw,Universal Music Group
0z7pVBGOD7HCIB7S8eLkLI,Jive
72c3ugX0yPaFCtEuHPDXaY,Universal Music Group
029WUoBjWc7Js1QiPH3mw0,Syco Music
6ZOXiVL8rmk2ATHJiFJhiD,Rostrum/Atlantic
6RDgz01L7K6gG7hPs3Vszi,Universal Music Group
4KXLjIEas8MTwwX3xpmAdC,Interscope Records*
2tm3Ht61kqqRZtIYsBjxEj,Arista/LaFace Records
5NGFuUQ1SYIUTy10IhA0Ny,eOne Music
4PtHrEv5SyIVsdbMKi6Vkg,Universal Music Group
305TANxsPTFkiqS4cEilx1,Columbia
6HnspnDTGO0iGliX6OuCTd,Kygo
40cDsJwMgOO5yFI7XQKm8U,Universal Music Group
5uP9oyMK5lpzbB7K6UeT3X,Universal Music Group
10iHTF2aisP5CLUPH4jqVf,Bendo LLC
5j1wrOAOm5KFd17pPiSvle,Poe Boy/Atlantic
7JVJlkNNobS0GSoy4tCS96,Arista
6wDc63NhKy2PyXdbhkRmrl,BPG/RVG/RCA Records
6301sWkK7hVwcrhcEwKPcH,Parlophone UK
2v9rQe4F8fVSh5v8bAq0jF,Epic Amsterdam
0EUrNFkbVL5kokjQbzHxl3,Parlophone UK
0tlygcp8NWY9Jfq80OFhA0,Big Machine Label Group
0jD1tOJpP0Qz8UcLq3FFkr,Epic
5H2rffw6MNKGWVKBNWNA4S,Universal Music Group
5ttIIMPWCp2bvwsdAPcEXC,Universal Music Group
7ch7Mt5UuQ7mW62lT8b21Y,b1
2b3A01u6pE106X4Ho8JMAG,Universal Music Group
6giYxHhVXpymxBDJXIe6nB,Universal Music Group
6TqRKHLjDu5QZuC8u5Woij,J Records
6cW84YyjHToN3qqBwKDKQX,Universal Music Group
4tvxP0caxdRMXVMca0t9uH,Universal Music Group
1bNyYpkDRovmErm4QeDrpJ,Universal Music Group
3ilXDEG0xiajK8AbqboeJz,RCA Records Label
330R0sGGLnkJiXicee8jTK,Universal Music Group
6H74dJOhawVj8dAv7ZBXKd,Because Music/WMI
2OD4hgimOzo9TACvb64y5H,Universal Music Group
2FNk380jCQyICbwtkOdEHE,Atlantic Records
3QEcBcqPmefFWd5ZrLNuDX,Universal Music Group
4XHIjbhjRmqWlosjj5rqSI,Warner Records
7Ix0FS4f1lK42C3rix5rHg,Universal Music Group
6XO9dbsH9zhuQgFGH0hUrb,Macklemore
2scB1uhcCI1TSf6b9TCZK3,Jive
0uMIzWh1uEpHEBell4rlF8,Kygo
4Sj9XfiPLf5byGh7u2ZU7g,Custard/Atlantic
1GoqBRUPZzBKvMKZxSQ1mp,Capitol Records
5SxEsi1PNyo1XfEKDYcFKF,Syco Music UK
5NoX6dZXVkZ2f0TGKAA14a,Tha Alumni Music Group/88 Classic/RCA Records
3x2uer6Xh0d5rF8toWpRDA,Reprise
3nyHj7lBcKju0aZ9ThU4aZ,Urban
6HbNEBza64W10MQxUFq6QL,Neon Records/Big Beat/Atlantic
37lWyRxkf3wQHCOlXM5WfX,Blackened Recordings
67j3NJodNRI8USUwKwTZA6,Universal Music Group
2b92Z0geIyu1d3vH4vo6I1,Universal Music Group
4tUxQkrduOE8sfgwJ5BI2F,Parlophone UK
