track,track_id,artist,album,sp_release_date,duration,explicit,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,time_signature,playcount,video_id,view,channelTitle,yt_release_date,title,genres
Cut It (feat. Young Dolph),376KnY4TrgBITxjlnbnmIy,O.T. Genasis,Cut It (feat. Young Dolph),2015-09-25,03:43,1,0.875,0.673,7,-4.184,1,0.0932,0.0,0.292,0.231,130.0,4,183827568,qMwcsIY1GYE,234145346,O.T. Genasis,2015-10-09T17:53:07Z,O.T. Genasis - Cut It (feat. Young Dolph) [Official Music Video],
6 Foot 7 Foot,0s019O8KwLXkPSSV609qEE,Lil Wayne,Tha Carter IV (Deluxe),2011-01-01,04:9,1,0.364,0.752,2,-5.429,1,0.304,0.0,0.318,0.606,79.119,4,328545456,c7tOAGY59uQ,166267561,LilWayneVEVO,2011-03-10T19:39:24Z,Lil Wayne - 6 Foot 7 Foot ft. Cory Gunz (Explicit) (Official Music Video),hip hop
For Free,0lDBERpbbSfh3og8dSszfj,DJ Khaled,For Free,2016-06-03,03:4,1,0.916,0.571,10,-8.241,0,0.2,1.11e-06,0.153,0.498,103.521,4,212499423,vwzex56OjJ0,20922862,Med Zarroug,2016-06-04T16:02:37Z,DJ Khaled ft  Drake - For Free (Original  Audio) HQ,hip hop
Chasing Pavements,2OuNgtXKeCSORKqdl0MxKk,Adele,19,2008-01-28,03:31,0,0.614,0.47,5,-6.09,0,0.0255,0.0,0.111,0.329,80.045,4,301731105,08DjMT-qR9g,173035874,AdeleVEVO,2009-10-25T06:59:24Z,Adele - Chasing Pavements,pop
Heavydirtysoul,7i9763l5SSfOnqZ35VOcfy,Twenty One Pilots,Blurryface,2015-05-15,03:55,0,0.613,0.873,7,-6.376,0,0.0449,0.00111,0.367,0.392,129.989,4,284276658,r_9Kf0D5BTs,150506613,Fueled By Ramen,2017-02-03T22:00:17Z,twenty one pilots: Heavydirtysoul [OFFICIAL VIDEO],rock
Heavydirtysoul,7i9763l5SSfOnqZ35VOcfy,Twenty One Pilots,Blurryface,2015-05-15,03:55,0,0.613,0.873,7,-6.376,0,0.0449,0.00111,0.367,0.392,129.989,4,284276658,r_9Kf0D5BTs,150506613,Fueled By Ramen,2017-02-03T22:00:17Z,twenty one pilots: Heavydirtysoul [OFFICIAL VIDEO],pop
Heavydirtysoul,7i9763l5SSfOnqZ35VOcfy,Twenty One Pilots,Blurryface,2015-05-15,03:55,0,0.613,0.873,7,-6.376,0,0.0449,0.00111,0.367,0.392,129.989,4,284276658,r_9Kf0D5BTs,150506613,Fueled By Ramen,2017-02-03T22:00:17Z,twenty one pilots: Heavydirtysoul [OFFICIAL VIDEO],r&b
Purple Lamborghini (with Rick Ross),6JyuJFedEvPmdWQW0PkbGJ,Skrillex,Purple Lamborghini (with Rick Ross),2016-07-22,03:36,1,0.457,0.899,10,-2.591,0,0.132,0.0,0.831,0.298,147.268,4,335391365,ZkqyIoYAXV8,488716854,Skrillex,2016-08-05T11:02:39Z,Skrillex &amp; Rick Ross - Purple Lamborghini [Official Video],
That's How You Know (feat. Kid Ink & Bebe Rexha),3icbmPGKTsKAa0IinkizCM,Nico & Vinz,That's How You Know (feat. Kid Ink & Bebe Rexha),2015-07-17,03:6,1,0.769,0.437,1,-6.406,1,0.0363,0.0,0.116,0.737,103.921,4,151902352,7g2jv_2HwXo,15342272,Nico & Vinz,2015-09-01T17:43:03Z,Nico &amp; Vinz - That&#39;s How You Know feat. Kid Ink &amp; Bebe Rexha (Official Music Video),pop
Green Light,1WC5UN1U79gJlxGLYDGIO7,Lorde,Green Light,2017-03-02,03:55,0,0.61,0.712,9,-7.808,1,0.0776,1.12e-05,0.0843,0.283,128.921,4,448920139,dMK_npDG12Q,161010445,LordeVEVO,2017-03-02T19:00:02Z,Lorde - Green Light,pop
Green Light,1WC5UN1U79gJlxGLYDGIO7,Lorde,Green Light,2017-03-02,03:55,0,0.61,0.712,9,-7.808,1,0.0776,1.12e-05,0.0843,0.283,128.921,4,448920139,dMK_npDG12Q,161010445,LordeVEVO,2017-03-02T19:00:02Z,Lorde - Green Light,electronic-dance
Deja Vu,1oqdOL4Zl4nRXoaGRWLUke,J. Cole,4 Your Eyez Only,2016-12-09,04:25,1,0.663,0.411,9,-11.457,1,0.421,0.00016,0.179,0.171,174.002,4,297065107,oigcRpBOoZk,12078459,Prinzz C,2017-01-07T05:49:48Z,J  Cole  Deja Vu,hip hop
Work Out,6rbeWjEavBHvX2kr6lSogS,J. Cole,Cole World: The Sideline Story,2011-09-23,03:55,1,0.831,0.427,2,-6.903,1,0.106,0.0,0.316,0.216,93.004,4,465678076,W5hSdGt2M8w,34658280,J. Cole,2020-12-09T20:00:05Z,J. Cole – Work Out (Official Music Video),pop
Work Out,6rbeWjEavBHvX2kr6lSogS,J. Cole,Cole World: The Sideline Story,2011-09-23,03:55,1,0.831,0.427,2,-6.903,1,0.106,0.0,0.316,0.216,93.004,4,465678076,W5hSdGt2M8w,34658280,J. Cole,2020-12-09T20:00:05Z,J. Cole – Work Out (Official Music Video),r&b
G.O.M.D.,16qYlQ6koFxYVbiJbGHblz,J. Cole,2014 Forest Hills Drive,2014-12-09,05:1,1,0.89,0.393,4,-10.821,0,0.267,8.81e-06,0.283,0.304,128.084,4,408679544,vHU6ZRQJ50Q,143762193,JColeVEVO,2015-03-23T16:00:03Z,J. Cole - G.O.M.D. (Video),hip hop
Irreplaceable,3qim3nNFg4aSTLZDLAFXhx,Beyoncé,B'Day,2006-09-01,03:48,0,0.453,0.708,10,-4.192,1,0.385,6.16e-06,0.167,0.506,175.855,4,407471550,2EwViQxSJJQ,430203605,BeyoncéVEVO,2009-10-03T04:51:08Z,Beyoncé - Irreplaceable,pop
Irreplaceable,3qim3nNFg4aSTLZDLAFXhx,Beyoncé,B'Day,2006-09-01,03:48,0,0.453,0.708,10,-4.192,1,0.385,6.16e-06,0.167,0.506,175.855,4,407471550,2EwViQxSJJQ,430203605,BeyoncéVEVO,2009-10-03T04:51:08Z,Beyoncé - Irreplaceable,r&b
WILD,0xexXKZ1CAIrNHhTUX5Qkh,Troye Sivan,Blue Neighbourhood (Deluxe),2015-12-09,03:39,0,0.622,0.807,0,-5.1,0,0.0784,0.0,0.205,0.516,93.962,4,181626923,_8G4oaOxyxk,31017297,TroyeSivanVEVO,2016-07-22T23:55:00Z,Troye Sivan - WILD (Official Video) ft. Alessia Cara,pop
Secrets - Radio Edit,6eE5LWw0DpIbTOdKwDUoE8,Tiësto,Secrets (Radio Edit),2015-04-03,03:37,0,0.662,0.81,11,-4.442,0,0.0441,0.00653,0.0886,0.224,128.007,4,172973158,Dr1nN__-2Po,250310293,Spinnin' Records,2015-03-18T20:00:01Z,Tiësto &amp; KSHMR feat. Vassy - Secrets (Official Music Video),electronic-dance
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),1xBuAqZ1dET1Aq5p58pnxA,Chris Brown,F.A.M.E. (Deluxe Version),2011-04-04,03:43,1,0.767,0.677,11,-6.128,0,0.184,5.51e-06,0.144,0.538,146.155,4,304582220,8gyLR4NfMiI,530947303,ChrisBrownVEVO,2011-03-11T01:17:04Z,"Chris Brown - Look at Me Now (Official Video) ft. Lil Wayne, Busta Rhymes",hip hop
Jump - 2015 Remaster,7N3PAbqfTjSEU1edb2tY8j,Van Halen,1984 (Remastered),1984-01-04,04:2,0,0.572,0.835,0,-6.219,1,0.0317,0.000377,0.0702,0.795,129.981,4,528313512,SwYN7mTi6HM,145741017,VHTelevision,2009-10-02T12:05:50Z,Van Halen - Jump (Official Music Video),
Mark My Words,5JcxAgRw2S3hb67AA8Vk13,Justin Bieber,Purpose (Deluxe),2015-11-13,02:14,0,0.383,0.256,0,-8.572,1,0.0332,2.69e-06,0.169,0.519,114.188,4,152070932,kjUQjq1CBi0,62111949,JustinBieberVEVO,2015-11-14T12:00:01Z,Justin Bieber - Mark My Words (PURPOSE : The Movement),electronic-dance
Mark My Words,5JcxAgRw2S3hb67AA8Vk13,Justin Bieber,Purpose (Deluxe),2015-11-13,02:14,0,0.383,0.256,0,-8.572,1,0.0332,2.69e-06,0.169,0.519,114.188,4,152070932,kjUQjq1CBi0,62111949,JustinBieberVEVO,2015-11-14T12:00:01Z,Justin Bieber - Mark My Words (PURPOSE : The Movement),pop
Mark My Words,5JcxAgRw2S3hb67AA8Vk13,Justin Bieber,Purpose (Deluxe),2015-11-13,02:14,0,0.383,0.256,0,-8.572,1,0.0332,2.69e-06,0.169,0.519,114.188,4,152070932,kjUQjq1CBi0,62111949,JustinBieberVEVO,2015-11-14T12:00:01Z,Justin Bieber - Mark My Words (PURPOSE : The Movement),r&b
It's My Life,1zOaxkbS1kAY1gIi0g8sOm,Bon Jovi,Crush,2000-06-13,03:44,0,0.551,0.913,0,-4.063,0,0.0466,1.35e-05,0.347,0.544,119.992,4,469958589,vx2u5uUu3DE,1053893807,BonJoviVEVO,2009-06-17T00:55:22Z,Bon Jovi - It&#39;s My Life (Official Music Video),rock
DNA.,4cGeMgLcykDLAazHFpbZbU,Kendrick Lamar,DAMN.,2017-04-14,03:6,1,0.636,0.517,0,-6.759,1,0.36,0.0,0.0874,0.394,139.928,4,787635869,NLZRYQMLDW4,235888681,KendrickLamarVEVO,2017-04-18T19:00:02Z,Kendrick Lamar - DNA.,hip hop
Go Flex,2hCKzqwjRjhycKeZJvbloJ,Post Malone,Stoney,2016-12-09,02:60,1,0.663,0.489,5,-8.198,1,0.124,0.0,0.0769,0.117,81.959,4,747715340,tQjsAJhsSw8,399027916,PostMaloneVEVO,2016-04-29T01:30:01Z,Post Malone - Go Flex,
Tuesday (feat. Danelle Sandoval),7EVk9tRb6beJLTHrg6AkY9,Burak Yeter,Tuesday (feat. Danelle Sandoval),2016-09-02,04:2,0,0.841,0.639,9,-6.052,0,0.0688,0.0654,0.0545,0.675,99.002,4,464993708,Y1_VsyLAGuk,650764287,BurakYeterVEVO,2016-07-16T07:00:00Z,Burak Yeter - Tuesday (Official Music Video) ft. Danelle Sandoval,hip hop
Tuesday (feat. Danelle Sandoval),7EVk9tRb6beJLTHrg6AkY9,Burak Yeter,Tuesday (feat. Danelle Sandoval),2016-09-02,04:2,0,0.841,0.639,9,-6.052,0,0.0688,0.0654,0.0545,0.675,99.002,4,464993708,Y1_VsyLAGuk,650764287,BurakYeterVEVO,2016-07-16T07:00:00Z,Burak Yeter - Tuesday (Official Music Video) ft. Danelle Sandoval,rock
Dive,51ChrwmUPDJvedPQnIU8Ls,Ed Sheeran,÷ (Deluxe),2017-03-03,03:58,0,0.761,0.386,4,-6.158,1,0.0399,0.0,0.0953,0.526,134.943,3,535277146,Wv2rLZmbPMA,221642139,Ed Sheeran,2017-03-03T07:08:46Z,Ed Sheeran - Dive [Official Audio],pop
Lonely Boy,5G1sTBGbZT5o4PNRc75RKI,The Black Keys,El Camino,2011-12-06,03:14,0,0.356,0.872,2,-7.837,1,0.068,0.00975,0.0997,0.607,166.3,4,330303117,a_426RiwST8,134226879,The Black Keys,2011-10-26T08:09:38Z,The Black Keys - Lonely Boy [Official Music Video],rock
Beautiful Now,7FJP35tUJ2121EJsFpU1Gh,Zedd,True Colors,2015-05-15,03:38,0,0.628,0.833,11,-4.126,0,0.0282,1.48e-05,0.074,0.56,128.003,4,255219818,n1a7o44WxNo,193007150,ZEDDVEVO,2015-06-11T17:00:01Z,Zedd - Beautiful Now ft. Jon Bellion (Official Music Video),electronic-dance
Good Life (with G-Eazy & Kehlani),0Oa9mHOnH14GZ4toWwkf4c,G-Eazy,Good Life (with G-Eazy & Kehlani),2017-03-17,03:46,0,0.572,0.778,1,-5.208,1,0.233,0.0,0.0563,0.54,168.073,4,314613814,FG9M0aEpJGE,338133651,Kehlani,2017-03-17T16:00:04Z,Kehlani &amp; G-Eazy - Good Life (from The Fate of the Furious: The Album) [Official Video],pop
Survival,29Key5Lj0YlIMH8JzRDy6U,Eminem,The Marshall Mathers LP2 (Deluxe),2013-11-05,04:32,1,0.449,0.892,2,-3.002,1,0.225,0.0,0.126,0.416,176.129,4,206319010,NlmezywdxPI,172036771,EminemVEVO,2013-10-08T16:55:01Z,Eminem - Survival (Explicit),rock
Vacaciones,3dQDid3IUNhZy1OehIfYfE,Wisin,Vacaciones,2016-09-30,03:59,0,0.772,0.909,6,-3.225,0,0.166,0.0,0.255,0.694,96.031,4,295712101,ULoXlXJOZOo,212053047,wisinofficalVEVO,2016-11-14T08:00:01Z,Wisin - Vacaciones (Official Video),
Pretty Girl - Cheat Codes X CADE Remix,1NDxZ7cFAo481dtYWdrUnR,Maggie Lindemann,Pretty Girl (Cheat Codes X CADE Remix),2017-03-02,03:14,1,0.703,0.868,7,-4.661,0,0.0291,0.132,0.104,0.733,121.03,4,797006710,qFmCXBL_4n8,91203461,Maggie Lindemann,2017-05-26T16:00:30Z,Maggie Lindemann - Pretty Girl (Cheat Codes x CADE Remix) [Official Video],pop
Pretty Girl - Cheat Codes X CADE Remix,1NDxZ7cFAo481dtYWdrUnR,Maggie Lindemann,Pretty Girl (Cheat Codes X CADE Remix),2017-03-02,03:14,1,0.703,0.868,7,-4.661,0,0.0291,0.132,0.104,0.733,121.03,4,797006710,qFmCXBL_4n8,91203461,Maggie Lindemann,2017-05-26T16:00:30Z,Maggie Lindemann - Pretty Girl (Cheat Codes x CADE Remix) [Official Video],electronic-dance
Now Or Never,0Nhu3zSYbEz32IYiobV75e,Halsey,hopeless fountain kingdom (Deluxe),2017-06-02,03:35,0,0.663,0.575,6,-4.907,0,0.0458,3.16e-06,0.133,0.458,110.04,4,423951770,kzQTc0-iBX8,66652820,HalseyVEVO,2017-04-04T22:00:02Z,Halsey - Now Or Never,pop
Now Or Never,0Nhu3zSYbEz32IYiobV75e,Halsey,hopeless fountain kingdom (Deluxe),2017-06-02,03:35,0,0.663,0.575,6,-4.907,0,0.0458,3.16e-06,0.133,0.458,110.04,4,423951770,kzQTc0-iBX8,66652820,HalseyVEVO,2017-04-04T22:00:02Z,Halsey - Now Or Never,r&b
This Town,5nA67Y0XX9JipZwYxX7Gl7,Niall Horan,This Town,2016-09-29,03:53,0,0.687,0.409,9,-7.751,1,0.0311,0.0,0.126,0.16,111.861,4,574643136,ic1l36GrNOU,59993515,NiallHoranVEVO,2016-11-23T17:00:04Z,Niall Horan - This Town (Lyric Video),folk
Sign of the Times,5Ohxk2dO5COHF1krpoPigN,Harry Styles,Harry Styles,2017-05-12,05:41,0,0.516,0.595,5,-4.63,1,0.0313,0.0,0.109,0.222,119.972,4,926445824,qN4ooNx77u0,897110522,HarryStylesVEVO,2017-05-08T12:00:04Z,Harry Styles - Sign of the Times (Official Video),rock
Felices los 4,0qYTZCo5Bwh1nsUFGZP3zn,Maluma,Felices los 4,2017-04-21,03:50,0,0.755,0.789,5,-4.502,1,0.146,0.0,0.351,0.737,93.973,4,773481470,t_jHrUE5IOk,1741178828,MalumaVEVO,2017-04-21T10:00:08Z,Maluma - Felices los 4 (Official Video),pop
Felices los 4,0qYTZCo5Bwh1nsUFGZP3zn,Maluma,Felices los 4,2017-04-21,03:50,0,0.755,0.789,5,-4.502,1,0.146,0.0,0.351,0.737,93.973,4,773481470,t_jHrUE5IOk,1741178828,MalumaVEVO,2017-04-21T10:00:08Z,Maluma - Felices los 4 (Official Video),hip hop
No Promises (feat. Demi Lovato),1louJpMmzEicAn7lzDalPW,Cheat Codes,No Promises (feat. Demi Lovato),2017-03-31,03:44,0,0.741,0.667,10,-5.445,1,0.134,0.0,0.106,0.595,112.956,4,599229866,jn40gqhxoSY,201200317,Cheat Codes,2017-05-16T18:30:22Z,Cheat Codes - No Promises ft. Demi Lovato [Official Video],electronic-dance
Reminder,3IU6xbfNZosvTdRrGs8b2u,The Weeknd,Starboy,2016-11-25,03:39,1,0.738,0.517,8,-7.364,1,0.13,0.0,0.163,0.357,79.995,4,365159839,JZjAg6fK-BQ,330044714,TheWeekndVEVO,2017-02-16T17:00:03Z,The Weeknd - Reminder (Official Video),r&b
Malibu,2habSXqcJGExM6JJyskY7O,Miley Cyrus,Malibu,2017-05-11,03:52,0,0.565,0.782,8,-6.413,1,0.0506,4.16e-05,0.0757,0.4,140.004,4,597550328,8j9zMok6two,484821066,MileyCyrusVEVO,2017-05-11T16:00:01Z,Miley Cyrus - Malibu (Official Video),rock
What Do I Know?,2pJZ1v8HezrAoZ0Fhzby92,Ed Sheeran,÷ (Deluxe),2017-03-03,03:57,0,0.838,0.492,1,-5.69,0,0.038,0.0,0.262,0.895,115.092,4,330467339,6B9J3lEyffA,105263051,Ed Sheeran,2017-03-03T07:11:14Z,Ed Sheeran - What Do I Know? [Official Audio],folk
What Do I Know?,2pJZ1v8HezrAoZ0Fhzby92,Ed Sheeran,÷ (Deluxe),2017-03-03,03:57,0,0.838,0.492,1,-5.69,0,0.038,0.0,0.262,0.895,115.092,4,330467339,6B9J3lEyffA,105263051,Ed Sheeran,2017-03-03T07:11:14Z,Ed Sheeran - What Do I Know? [Official Audio],pop
What Do I Know?,2pJZ1v8HezrAoZ0Fhzby92,Ed Sheeran,÷ (Deluxe),2017-03-03,03:57,0,0.838,0.492,1,-5.69,0,0.038,0.0,0.262,0.895,115.092,4,330467339,6B9J3lEyffA,105263051,Ed Sheeran,2017-03-03T07:11:14Z,Ed Sheeran - What Do I Know? [Official Audio],r&b
2U (feat. Justin Bieber),3A7qX2QjDlPnazUsRk5y0M,David Guetta,2U (feat. Justin Bieber),2017-06-09,03:15,0,0.548,0.65,8,-5.827,0,0.0591,0.0,0.225,0.557,144.937,4,705369515,RqcjBLMaWCg,481891467,David Guetta,2017-06-09T04:02:22Z,David Guetta ft Justin Bieber - 2U (The Victoria’s Secret Angels Lip Sync),
LOYALTY. FEAT. RIHANNA.,7zjRBaNkVjk1vZ8JqxQIXO,Kendrick Lamar,DAMN.,2017-04-14,03:47,1,0.681,0.523,9,-8.963,0,0.0542,0.0,0.178,0.473,110.812,4,445064596,Dlh-dzB2U4Y,207065980,KendrickLamarVEVO,2017-07-28T18:00:00Z,Kendrick Lamar - LOYALTY. ft. Rihanna,hip hop
LOYALTY. FEAT. RIHANNA.,7zjRBaNkVjk1vZ8JqxQIXO,Kendrick Lamar,DAMN.,2017-04-14,03:47,1,0.681,0.523,9,-8.963,0,0.0542,0.0,0.178,0.473,110.812,4,445064596,Dlh-dzB2U4Y,207065980,KendrickLamarVEVO,2017-07-28T18:00:00Z,Kendrick Lamar - LOYALTY. ft. Rihanna,r&b
Escápate Conmigo,2cnKEkpVUSV4wnjQiTWfH6,Wisin,Escápate Conmigo,2017-03-31,03:53,0,0.747,0.864,8,-3.181,0,0.0599,4.46e-05,0.0853,0.754,92.028,4,659159374,3X9wEwulYhk,1399708172,wisinofficalVEVO,2017-03-31T04:00:00Z,Wisin - Escápate Conmigo (Official Video) ft. Ozuna,hip hop
Dile Que Tu Me Quieres,20ZAJdsKB5IGbGj4ilRt2o,Ozuna,Dile Que Tu Me Quieres,2016-06-06,03:46,0,0.721,0.687,1,-6.682,1,0.0782,0.0,0.0679,0.825,175.914,4,393131344,WAcnWtZjDWE,804218359,Ozuna,2016-09-16T16:00:35Z,Ozuna - Dile Que Tu Me Quieres (Video Oficial) | Odisea,
Ahora Dice,22eADXu8DfOAUEDw4vU8qy,Chris Jedi,Ahora Dice,2017-03-17,04:31,0,0.708,0.693,6,-5.516,1,0.138,0.0,0.129,0.427,143.965,4,502397881,c73Cu3TQnlg,1291545957,ChrisJediVEVO,2017-03-20T04:00:01Z,"Chris Jedi - Ahora Dice (Official Video) ft. J. Balvin, Ozuna, Arcángel",
New Man,5HDPtsnyb3maFmPL8LLUTG,Ed Sheeran,÷ (Deluxe),2017-03-03,03:9,0,0.78,0.745,7,-3.97,1,0.145,0.0,0.0595,0.862,94.026,4,283772565,EwzD8U4u76k,65859160,Ed Sheeran,2017-03-03T07:10:23Z,Ed Sheeran - New Man [Official Audio],r&b
How Would You Feel (Paean),6PJ8FF6UR8FZXfEvpHkIVN,Ed Sheeran,÷ (Deluxe),2017-03-03,04:41,0,0.617,0.439,9,-5.63,1,0.0269,0.0,0.127,0.242,139.979,4,311106756,ZZMZiBCRX4c,113511135,Ed Sheeran,2017-03-03T07:11:36Z,Ed Sheeran - How Would You Feel (Paean) [Official Audio],r&b
First Time,2Gl0FzuLxflY6nPifJp5Dr,Kygo,First Time,2017-04-28,03:14,0,0.633,0.592,0,-7.245,0,0.112,0.0,0.099,0.679,90.066,4,413748461,OlH1RCs96JA,109789053,KygoOfficialVEVO,2017-05-22T08:23:50Z,Kygo &amp; Ellie Goulding - First Time (Official Video),electronic-dance
Slow Hands,167NczpNbRF7oWakJaY3Hh,Niall Horan,Slow Hands,2017-05-04,03:8,0,0.728,0.426,0,-6.69,1,0.0509,0.0,0.0546,0.844,85.908,4,717324171,nBmNcLBaPUE,213982043,NiallHoranVEVO,2017-05-15T16:00:06Z,Niall Horan - Slow Hands (Lyric Video),pop
Slow Hands,167NczpNbRF7oWakJaY3Hh,Niall Horan,Slow Hands,2017-05-04,03:8,0,0.728,0.426,0,-6.69,1,0.0509,0.0,0.0546,0.844,85.908,4,717324171,nBmNcLBaPUE,213982043,NiallHoranVEVO,2017-05-15T16:00:06Z,Niall Horan - Slow Hands (Lyric Video),rock
Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),6DRGwsUFQrNerxRexK7KMB,Pitbull,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),2017-03-10,03:15,0,0.694,0.957,9,-3.115,0,0.171,3.4e-06,0.108,0.505,106.002,4,302776992,UWLr2va3hu0,431980241,Warner Música,2017-03-10T13:40:02Z,Pitbull &amp; J Balvin - Hey Ma ft Camila Cabello (Spanish Version | The Fate of the Furious: The Album),
Mama,4xlrALxuaCf9yZBHJeTSG6,Jonas Blue,Mama,2017-05-05,03:4,0,0.741,0.79,11,-4.086,0,0.0469,0.0,0.0542,0.528,104.043,4,773606422,qPTfXwPf_HM,723890942,JonasBlueVEVO,2017-05-18T09:00:06Z,Jonas Blue - Mama ft. William Singe (Official Video),electronic-dance
Strip That Down,6EpRaXYhGOB3fj4V2uDkMJ,Liam Payne,Strip That Down,2017-05-18,03:25,0,0.869,0.485,6,-5.595,1,0.0545,0.0,0.0765,0.527,106.028,4,852918293,vSW2M-BB1NE,357701877,LiamPayneVEVO,2017-06-02T06:30:00Z,Liam Payne - Strip That Down (Official Video) ft. Quavo,pop
Strip That Down,6EpRaXYhGOB3fj4V2uDkMJ,Liam Payne,Strip That Down,2017-05-18,03:25,0,0.869,0.485,6,-5.595,1,0.0545,0.0,0.0765,0.527,106.028,4,852918293,vSW2M-BB1NE,357701877,LiamPayneVEVO,2017-06-02T06:30:00Z,Liam Payne - Strip That Down (Official Video) ft. Quavo,r&b
Wild Thoughts (feat. Rihanna & Bryson Tiller),1OAh8uOEOvTDqkKFsKksCi,DJ Khaled,Grateful,2017-06-22,03:24,1,0.671,0.672,0,-3.094,0,0.0688,0.0,0.118,0.632,97.979,4,850429531,fyaI4-5849w,1042535533,DJKhaledVEVO,2017-06-16T10:00:04Z,"DJ Khaled - Wild Thoughts (Official Video) ft. Rihanna, Bryson Tiller",pop
Wild Thoughts (feat. Rihanna & Bryson Tiller),1OAh8uOEOvTDqkKFsKksCi,DJ Khaled,Grateful,2017-06-22,03:24,1,0.671,0.672,0,-3.094,0,0.0688,0.0,0.118,0.632,97.979,4,850429531,fyaI4-5849w,1042535533,DJKhaledVEVO,2017-06-16T10:00:04Z,"DJ Khaled - Wild Thoughts (Official Video) ft. Rihanna, Bryson Tiller",r&b
Wild Thoughts (feat. Rihanna & Bryson Tiller),1OAh8uOEOvTDqkKFsKksCi,DJ Khaled,Grateful,2017-06-22,03:24,1,0.671,0.672,0,-3.094,0,0.0688,0.0,0.118,0.632,97.979,4,850429531,fyaI4-5849w,1042535533,DJKhaledVEVO,2017-06-16T10:00:04Z,"DJ Khaled - Wild Thoughts (Official Video) ft. Rihanna, Bryson Tiller",rock
Sober,0PwKsFzNiOTnAus6fj7zJn,Childish Gambino,Kauai,2014-10-03,04:12,0,0.701,0.6,0,-6.515,1,0.0311,5.01e-05,0.513,0.446,98.029,4,329226758,jx96Twg-Aew,109264917,ChildishGambinoVEVO,2015-01-10T12:35:26Z,Childish Gambino - Sober,r&b
Bonfire Heart,2N0volXQpwsvjDorTTxBAU,James Blunt,Moon Landing,2013-10-16,03:58,0,0.575,0.821,0,-5.7,1,0.0527,0.0,0.124,0.449,118.021,4,178811793,g1j1qwQQ8-Q,78421574,James Blunt,2013-08-28T14:03:30Z,James Blunt - Bonfire Heart (Official Music Video),rock
There for You,6jA8HL9i4QGzsj6fjoxp8Y,Martin Garrix,There for You,2017-05-26,03:42,0,0.611,0.644,6,-7.607,0,0.0553,0.0,0.124,0.13,105.969,4,536337748,pNNMr5glICM,330925103,Martin Garrix,2017-05-26T04:00:18Z,Martin Garrix &amp; Troye Sivan - There For You (Official Video),pop
Tears (feat. Louisa Johnson),7py16W5fWYLFFS6BElKAjn,Clean Bandit,Tears (feat. Louisa Johnson),2016-05-27,03:46,0,0.605,0.77,5,-3.645,0,0.0446,0.0,0.159,0.298,130.037,4,189325172,dc-nyGo0aC8,184290227,Clean Bandit,2016-07-07T15:30:57Z,Clean Bandit -  Tears (feat. Louisa Johnson) [Official Video],electronic-dance
Tears (feat. Louisa Johnson),7py16W5fWYLFFS6BElKAjn,Clean Bandit,Tears (feat. Louisa Johnson),2016-05-27,03:46,0,0.605,0.77,5,-3.645,0,0.0446,0.0,0.159,0.298,130.037,4,189325172,dc-nyGo0aC8,184290227,Clean Bandit,2016-07-07T15:30:57Z,Clean Bandit -  Tears (feat. Louisa Johnson) [Official Video],pop
Tears (feat. Louisa Johnson),7py16W5fWYLFFS6BElKAjn,Clean Bandit,Tears (feat. Louisa Johnson),2016-05-27,03:46,0,0.605,0.77,5,-3.645,0,0.0446,0.0,0.159,0.298,130.037,4,189325172,dc-nyGo0aC8,184290227,Clean Bandit,2016-07-07T15:30:57Z,Clean Bandit -  Tears (feat. Louisa Johnson) [Official Video],
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",5b719srfWk2MiDa86ZpJ8u,Major Lazer,Know No Better (feat. Quavo),2017-06-01,03:46,0,0.738,0.814,7,-4.414,0,0.0999,9.64e-06,0.126,0.483,119.041,4,376378476,Sgp0WDMH88g,111549434,Major Lazer Official,2017-07-11T13:58:13Z,"Major Lazer - Know No Better (feat. Travis Scott, Camila Cabello &amp; Quavo) (Official Music Video)",electronic-dance
Rollin (feat. Future & Khalid),0lMbuWUpfTWhEmOKxppEau,Calvin Harris,Funk Wav Bounces Vol.1,2017-06-30,04:33,1,0.753,0.76,6,-4.518,0,0.0859,3.13e-05,0.182,0.657,91.953,4,320918698,5f_JiibvQAM,49521380,CalvinHarrisVEVO,2017-06-30T04:00:00Z,"Calvin Harris - Rollin (Official Audio) ft. Future, Khalid",electronic-dance
Crying in the Club,1SJtlNRJDeYHioymcvsqev,Camila Cabello,Crying in the Club,2017-05-18,03:36,0,0.334,0.617,6,-5.834,0,0.383,0.0,0.163,0.603,85.227,4,428941839,NlrYn_dZdqk,216155539,CamilaCabelloVEVO,2017-05-19T10:00:02Z,Camila Cabello - Crying In The Club (Official Video),
Of The Night,4yFEz5j53bnYoavrMqJY6i,Bastille,All This Bad Blood,2013-01-01,03:34,0,0.673,0.827,5,-7.18,0,0.0416,0.000227,0.0885,0.346,124.999,4,155848632,ZCTDKLjdok4,51861508,BastilleVEVO,2013-10-09T14:26:54Z,Bastille - Of The Night (Official Music Video),rock
