track,track_id,artist,album,sp_release_date,duration,explicit,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,time_signature,playcount,video_id,view,channelTitle,yt_release_date,title,genres
BILLY,5KhFaq45chTw8RGfWo8T8J,6ix9ine,Day69: Graduation Day,2018-04-10,01:53,1,0.764,0.711,4,-3.818,0,0.288,0.0,0.105,0.774,90.076,4,283628626,LJjsm6CVsG8,415447039,WORLDSTARHIPHOP,2018-03-04T21:04:37Z,6IX9INE &quot;Billy&quot; (WSHH Exclusive - Official Music Video),
Sola,5q2JbCNi4FcnglgPfxcV65,Anuel AA,Sola,2016-12-01,05:8,0,0.639,0.869,11,-4.024,1,0.147,0.0,0.0802,0.767,169.801,4,453127010,x-lRA6MvB44,359407708,FlowHot.Net La Pagina Mas Rankia!,2016-12-05T20:14:27Z,"Sola Remix (Letra) - Anuel AA Ft.  Daddy Yankee, Wisin, Farruko, Zion Y Lennox",
Vaina Loca,48zFZh27QU5qsrBjn4C2FA,Ozuna,Aura,2018-08-24,02:56,0,0.754,0.805,6,-4.249,1,0.0752,0.0,0.203,0.555,93.982,4,633306784,bx-fuY7LpSU,1027256076,Ozuna,2018-06-28T15:01:43Z,Vaina Loca - Ozuna x Manuel Turizo (Video Oficial),hip hop
Unica,33b2wX9d0kxqxhi7lcsC1A,Ozuna,Aura,2018-08-24,03:38,0,0.653,0.859,0,-3.048,1,0.0449,0.0,0.111,0.706,174.038,4,270327734,Ck4xHocysLw,332546622,Ozuna,2018-04-26T17:52:13Z,Ozuna - Única (Video Oficial) 🐻 A U R A,hip hop
SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,Travis Scott,ASTROWORLD,2018-08-03,05:13,1,0.834,0.73,8,-3.714,1,0.222,0.0,0.124,0.446,155.008,4,1549425064,6ONRf7h3Mdk,954470872,TravisScottVEVO,2018-10-19T16:00:00Z,Travis Scott - SICKO MODE ft. Drake,hip hop
Save That Shit,0S0vWvyZ6Rc79TXkWxT9QA,Lil Peep,"Come Over When You're Sober, Pt. 1",2017-08-15,03:52,1,0.534,0.583,2,-8.672,1,0.0288,0.0,0.421,0.145,105.997,4,511885650,WvV5TbJc9tQ,406140927,Lil Peep,2017-12-20T15:01:12Z,Lil Peep - Save That Shit (Official Video),
STARGAZING,7wBJfHzpfI3032CSD7CE2m,Travis Scott,ASTROWORLD,2018-08-03,04:31,1,0.487,0.789,8,-3.69,1,0.044,4.05e-06,0.189,0.0564,150.007,4,546622700,2a8PgqWrc_4,116487771,TravisScottVEVO,2018-08-03T04:01:00Z,Travis Scott - STARGAZING (Audio),hip hop
STARGAZING,7wBJfHzpfI3032CSD7CE2m,Travis Scott,ASTROWORLD,2018-08-03,04:31,1,0.487,0.789,8,-3.69,1,0.044,4.05e-06,0.189,0.0564,150.007,4,546622700,2a8PgqWrc_4,116487771,TravisScottVEVO,2018-08-03T04:01:00Z,Travis Scott - STARGAZING (Audio),rock
Be Alright,3EPXxR3ImUwfayaurPi3cm,Dean Lewis,Be Alright,2018-06-29,03:16,1,0.553,0.586,11,-6.319,1,0.0362,0.0,0.0813,0.443,126.684,4,1152206105,I0czvJ_jikg,177295799,DeanLewisVEVO,2018-07-12T14:00:03Z,Dean Lewis - Be Alright (Official Video),
I Know You Want Me (Calle Ocho),5RzFJd6W40SDTyZkX6xx45,Pitbull,Pitbull Starring In Rebelution,2009-08-31,03:57,0,0.82,0.731,9,-6.02,1,0.159,1.94e-05,0.131,0.793,127.076,4,263619208,hFoxg4IFtqc,92690234,DO IT YOURSELF,2013-05-22T17:09:11Z,PITBULL - I know you want me (calle ocho) [Official video HD],hip hop
I Know You Want Me (Calle Ocho),5RzFJd6W40SDTyZkX6xx45,Pitbull,Pitbull Starring In Rebelution,2009-08-31,03:57,0,0.82,0.731,9,-6.02,1,0.159,1.94e-05,0.131,0.793,127.076,4,263619208,hFoxg4IFtqc,92690234,DO IT YOURSELF,2013-05-22T17:09:11Z,PITBULL - I know you want me (calle ocho) [Official video HD],electronic-dance
Promises (with Sam Smith),5N5k9nd479b1xpDZ4usjrg,Calvin Harris,Promises (with Sam Smith),2018-08-17,03:33,0,0.781,0.768,11,-5.991,1,0.0394,4.91e-06,0.325,0.486,123.07,4,830046236,kkLk2XWMBf8,201642828,CalvinHarrisVEVO,2018-09-04T07:00:07Z,"Calvin Harris, Sam Smith - Promises (Official Video)",electronic-dance
Promises (with Sam Smith),5N5k9nd479b1xpDZ4usjrg,Calvin Harris,Promises (with Sam Smith),2018-08-17,03:33,0,0.781,0.768,11,-5.991,1,0.0394,4.91e-06,0.325,0.486,123.07,4,830046236,kkLk2XWMBf8,201642828,CalvinHarrisVEVO,2018-09-04T07:00:07Z,"Calvin Harris, Sam Smith - Promises (Official Video)",pop
High Hopes,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,Pray for the Wicked,2018-06-22,03:11,0,0.579,0.904,5,-2.729,1,0.0618,0.0,0.064,0.681,82.014,4,1140554741,IPXIgEAGe4U,628239432,Panic! At The Disco,2018-08-27T16:02:00Z,Panic! At The Disco - High Hopes (Official Video),pop
High Hopes,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,Pray for the Wicked,2018-06-22,03:11,0,0.579,0.904,5,-2.729,1,0.0618,0.0,0.064,0.681,82.014,4,1140554741,IPXIgEAGe4U,628239432,Panic! At The Disco,2018-08-27T16:02:00Z,Panic! At The Disco - High Hopes (Official Video),rock
Another You,1u6LOWtdWA2wwa3CryIBsS,Armin van Buuren,Another You,2015-04-21,03:12,0,0.59,0.647,6,-5.06,0,0.033,4.52e-05,0.0921,0.393,127.979,4,132000833,6Xf038zEVvM,27605624,Armada Music,2015-06-13T14:55:47Z,Armin van Buuren feat. Mr. Probz - Another You (Official Music Video),electronic-dance
I Love It (& Lil Pump),4S8d14HvHb70ImctNgVzQQ,Kanye West,I Love It,2018-09-07,02:8,1,0.901,0.522,2,-8.304,1,0.33,0.0,0.259,0.329,104.053,4,566213269,cwQgjq0mCdE,603737649,Lil pump,2018-09-07T10:00:14Z,Kanye West &amp; Lil Pump - I Love It feat. Adele Givens [Official Music Video],hip hop
Lucky You (feat. Joyner Lucas),60SdxE8apGAxMiRrpbmLY0,Eminem,Kamikaze,2018-08-31,04:5,1,0.876,0.786,10,-4.884,0,0.306,0.0,0.127,0.575,153.068,4,536181004,mvSItvjFE1c,169514520,EminemVEVO,2018-09-13T15:00:06Z,Eminem - Lucky You ft. Joyner Lucas,hip hop
Codeine Dreaming (feat. Lil Wayne),4DTpngLjoHj5gFxEZFeD3J,Kodak Black,Project Baby 2: All Grown Up (Deluxe Edition),2017-11-24,04:25,1,0.736,0.604,1,-7.357,0,0.222,6.43e-05,0.124,0.574,155.007,4,282096627,g7_uKDsv7HM,68981073,Kodak Black,2017-11-24T12:47:06Z,Kodak Black - Codeine Dreaming (feat. Lil Wayne) [Official Audio],
X (feat. Maluma & Ozuna) - Remix,6JjPBQfI2Y8nIjnm65X6Pw,Nicky Jam,X (feat. Maluma & Ozuna) [Remix],2018-06-29,03:56,0,0.663,0.696,9,-4.957,0,0.103,3.77e-05,0.0778,0.738,180.113,4,282893318,h8r5rbUmBzs,164013461,NickyJamTV,2018-06-29T04:00:02Z,X Remix - Nicky Jam x J Balvin x Ozuna x Maluma,electronic-dance
breathin,4OafepJy2teCjYJbvFE60J,Ariana Grande,Sweetener,2018-08-17,03:18,1,0.568,0.656,8,-5.413,1,0.0433,1.37e-05,0.213,0.364,100.049,4,515540435,kN0iD0pI3o0,206081469,ArianaGrandeVevo,2018-11-07T17:00:07Z,Ariana Grande - breathin,pop
Natural,4zIO3ilp5HvTeK3HJHxhMP,Imagine Dragons,Natural,2018-07-17,03:9,0,0.448,0.612,2,-6.106,1,0.0708,0.0,0.08,0.213,97.773,4,780746023,0I647GU3Jsc,447941047,ImagineDragonsVEVO,2018-08-24T19:00:01Z,Imagine Dragons - Natural,rock
Happy Now,4keoy2fqgwGnbWlm3ZVZFa,Zedd,Happy Now,2018-07-18,03:27,0,0.503,0.741,4,-5.128,1,0.047,1.49e-06,0.0712,0.458,88.335,3,436348692,KfXvjxbRhZk,97802616,ZEDDVEVO,2018-08-23T12:00:03Z,"Zedd, Elley Duhé - Happy Now (Official Music Video)",pop
Delicate,6NFyWDv5CjfwuzoCkw47Xf,Taylor Swift,reputation,2017-11-10,03:52,0,0.75,0.404,9,-10.178,0,0.0682,0.000357,0.0911,0.0499,95.045,4,517453077,tCXGJQYZ9JA,462648988,TaylorSwiftVEVO,2018-03-12T01:15:10Z,Taylor Swift - Delicate,pop
End Game,2x0WlnmfG39ZuDmstl9xfX,Taylor Swift,reputation,2017-11-10,04:5,0,0.649,0.589,2,-6.237,1,0.0558,0.0,0.108,0.151,159.073,4,277095491,dfnCAmr569k,253715649,TaylorSwiftVEVO,2018-01-12T05:00:01Z,"Taylor Swift - End Game ft. Ed Sheeran, Future",pop
End Game,2x0WlnmfG39ZuDmstl9xfX,Taylor Swift,reputation,2017-11-10,04:5,0,0.649,0.589,2,-6.237,1,0.0558,0.0,0.108,0.151,159.073,4,277095491,dfnCAmr569k,253715649,TaylorSwiftVEVO,2018-01-12T05:00:01Z,"Taylor Swift - End Game ft. Ed Sheeran, Future",hip hop
End Game,2x0WlnmfG39ZuDmstl9xfX,Taylor Swift,reputation,2017-11-10,04:5,0,0.649,0.589,2,-6.237,1,0.0558,0.0,0.108,0.151,159.073,4,277095491,dfnCAmr569k,253715649,TaylorSwiftVEVO,2018-01-12T05:00:01Z,"Taylor Swift - End Game ft. Ed Sheeran, Future",r&b
End Game,2x0WlnmfG39ZuDmstl9xfX,Taylor Swift,reputation,2017-11-10,04:5,0,0.649,0.589,2,-6.237,1,0.0558,0.0,0.108,0.151,159.073,4,277095491,dfnCAmr569k,253715649,TaylorSwiftVEVO,2018-01-12T05:00:01Z,"Taylor Swift - End Game ft. Ed Sheeran, Future",rock
Gorgeous,1ZY1PqizIl78geGM4xWlEA,Taylor Swift,reputation,2017-11-10,03:30,0,0.8,0.535,7,-6.684,1,0.135,9.48e-06,0.213,0.451,92.027,4,263826099,EUoe7cf0HYw,123549737,TaylorSwiftVEVO,2017-10-20T04:01:22Z,Taylor Swift - Gorgeous (Lyric Video),pop
Blank Space,1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,1989 (Deluxe),2014-01-01,03:52,0,0.76,0.703,5,-5.412,1,0.054,0.0,0.0913,0.57,95.997,4,658750691,e-ORhEE9VVg,2889103440,TaylorSwiftVEVO,2014-11-10T17:05:44Z,Taylor Swift - Blank Space,pop
Too Much To Ask,39jXnbACjiaiTwwhsr5sY5,Niall Horan,Flicker (Deluxe),2017-10-20,03:43,1,0.443,0.533,0,-6.548,1,0.0396,0.0,0.128,0.201,77.344,4,412203198,ljXSjIph5ZM,59859522,NiallHoranVEVO,2017-09-21T16:00:05Z,Niall Horan - Too Much To Ask (Official),
Bedroom Floor,1OG4nxGMy72EklX2DwcN3Z,Liam Payne,Bedroom Floor,2017-10-20,03:8,0,0.597,0.68,1,-7.104,1,0.0769,0.000143,0.111,0.195,119.946,4,158183937,E7q_wbbwGyU,36604149,LiamPayneVEVO,2017-11-06T16:00:02Z,Liam Payne - Bedroom Floor (Official Video),pop
Dancing Queen,0GjEhVFGZW8afUYGChu3Rr,ABBA,Arrival,1976,03:50,0,0.543,0.87,9,-6.514,1,0.0428,0.000939,0.792,0.754,100.804,4,626898442,xFrGuyw1V8s,552512194,AbbaVEVO,2009-10-08T16:40:00Z,Abba - Dancing Queen (Official Music Video Remastered),electronic-dance
Dancing Queen,0GjEhVFGZW8afUYGChu3Rr,ABBA,Arrival,1976,03:50,0,0.543,0.87,9,-6.514,1,0.0428,0.000939,0.792,0.754,100.804,4,626898442,xFrGuyw1V8s,552512194,AbbaVEVO,2009-10-08T16:40:00Z,Abba - Dancing Queen (Official Music Video Remastered),pop
Say My Name (feat. Zyra),1LeItUMezKA1HdCHxYICed,ODESZA,In Return,2014-09-08,04:23,0,0.749,0.745,6,-7.367,0,0.0479,0.395,0.0748,0.347,115.048,4,164368879,HdzI-191xhU,38763185,ODESZA,2014-08-18T18:15:28Z,ODESZA - Say My Name (feat. Zyra) - Lyric Video,
Sun Models (feat. Madelyn Grant),7jZHUhAmW5oq1cq6s8IxmK,ODESZA,In Return,2014-09-08,02:40,0,0.683,0.481,8,-9.174,0,0.075,0.736,0.0907,0.47,120.001,4,175287921,cnwiaErSuKc,19727338,TheSoundYouNeed,2014-02-12T19:29:05Z,ODESZA - Sun Models (feat. Madelyn Grant),
Angels,1zuKjpp4t7BS8JPKi6mkQr,The xx,Coexist,2012-09-10,02:52,0,0.424,0.157,9,-18.141,1,0.0428,0.0593,0.101,0.342,91.537,4,191101263,_nW5AF0m9Zw,71813744,The xx,2012-07-16T16:06:59Z,The xx - Angels (Official Audio),pop
Sleep On The Floor,44uOreAESeRIBaxkuCW4wN,The Lumineers,Cleopatra,2016-04-08,03:32,0,0.389,0.431,7,-8.061,1,0.0344,0.0,0.13,0.275,142.14,4,275446867,v4pi1LxuDHc,175215387,LumineersVEVO,2016-11-17T14:00:05Z,The Lumineers - Sleep On The Floor (Official Video),rock
Solita,7rwX0O3RlxqqIjQM8evm5E,Ozuna,Solita,2018-01-19,05:12,0,0.807,0.633,10,-6.016,0,0.0929,0.0,0.107,0.325,138.038,4,369180940,j-sz8M8gc6U,596320038,Hear This Music,2018-01-19T23:42:44Z,Ozuna x Bad Bunny x Wisin x Almighty X Dj Luian X Mambo Kingz - Solita,
El Farsante - Remix,7uYgVgRSgqluZclLS7wpp4,Ozuna,El Farsante (Remix),2018-01-30,04:18,0,0.737,0.742,6,-2.875,1,0.0441,0.0,0.316,0.386,119.966,4,301264743,wfWkmURBNv8,1664969061,Ozuna,2018-01-30T15:00:05Z,Ozuna x Romeo Santos - El Farsante (Remix) (Video Oficial),r&b
In Too Deep,1HNE2PX70ztbEl6MLxrpNL,Sum 41,"All Killer, No Filler",2001-01-01,03:27,0,0.568,0.844,9,-5.875,1,0.0505,0.0,0.0607,0.766,116.046,4,302949516,emGri7i8Y2Y,189578008,Sum41VEVO,2009-06-16T23:05:47Z,Sum 41 - In Too Deep (Official Music Video),rock
Fat Lip,4KacUpvbA3Mfo05gttTjhN,Sum 41,"All Killer, No Filler",2001-01-01,02:58,1,0.402,0.914,9,-5.215,1,0.142,0.0,0.065,0.626,196.505,4,266928109,CMX2lPum_pg,118849186,Sum41VEVO,2009-06-16T23:27:01Z,Sum 41 - Fatlip (Official Music Video),rock
Get Low,0jrz4ZQKCsC6h2vzqgHiEp,Lil Jon & The East Side Boyz,Crunkest Hits,2011-03-15,05:34,1,0.771,0.621,1,-7.453,1,0.0376,0.0,0.124,0.154,101.007,4,308935932,IYH7_GzP4Tg,123560966,Radial by The Orchard,2009-04-19T00:06:52Z,Lil Jon &amp; The East Side Boyz - Get Low (feat. Ying Yang Twins) (Official Music Video),hip hop
Up&Up,31L9yLXSj6LpCFupyMV6CR,Coldplay,A Head Full of Dreams,2015-12-04,06:45,0,0.479,0.717,7,-5.459,1,0.0605,0.000333,0.102,0.253,163.989,4,188293467,BPNTC7uZYrI,208561814,Coldplay,2016-05-16T13:58:40Z,Coldplay - Up&amp;Up (Official Video),rock
Every Teardrop Is a Waterfall,2U8g9wVcUu9wsg6i7sFSv8,Coldplay,Mylo Xyloto,2011-10-24,04:1,0,0.425,0.732,9,-6.883,1,0.0396,0.0103,0.171,0.333,117.98,4,203101031,fyMhvkC3A84,218380479,Coldplay,2011-06-29T03:39:49Z,Coldplay - Every Teardrop Is a Waterfall (Official Video),rock
Trouble,0R8P9KfGJCDULmlEoBagcO,Coldplay,Parachutes,2000-07-10,04:33,0,0.565,0.546,11,-7.496,0,0.0314,0.0015,0.17,0.195,139.757,4,219475168,kcASPx3-HuI,136925948,Coldplay,2011-05-30T13:36:02Z,Coldplay - Trouble (Official video),rock
Everglow,6HwPEeSVENUIxHtS0Omp1O,Coldplay,Everglow,2015-11-27,04:43,0,0.534,0.445,4,-9.155,1,0.0292,0.0684,0.112,0.136,146.107,4,220019391,xn_1hFdE-5g,36693022,Coldplay,2016-12-09T17:30:46Z,Coldplay - Everglow [Single Version] - (Official Video),rock
Everybody's Changing,0yac0FPhLRH9i9lOng3f81,Keane,Hopes And Fears,2004-05-10,03:36,0,0.517,0.839,0,-3.521,1,0.0287,0.000365,0.108,0.416,94.015,4,277904350,Zx4Hjq6KwO0,228100647,KeaneVEVO,2009-11-21T19:53:27Z,Keane - Everybody&#39;s Changing (Alternate Version),rock
Done for Me (feat. Kehlani),1lsBTdE6MGsKeZCD6llNu7,Charlie Puth,Voicenotes,2018-05-11,03:0,0,0.856,0.632,6,-3.692,0,0.074,0.0,0.0688,0.697,112.009,4,211609641,TdyllLZeviY,108969990,Charlie Puth,2018-04-21T14:00:05Z,Charlie Puth - Done For Me (feat. Kehlani) [Official Video],
Dangerously,3qonjOrhFCfTnaaMruHzxW,Charlie Puth,Nine Track Mind,2016-01-29,03:19,0,0.696,0.517,2,-8.379,0,0.0366,0.0,0.197,0.23,112.291,3,196123942,TBXQu8ORnBQ,125256193,Charlie Puth,2016-11-02T19:00:01Z,Charlie Puth - Dangerously [Official Video],pop
Audio,7boPPE857KEqCIHNwFkDop,Sia,Audio,2018-05-10,03:23,0,0.365,0.692,3,-4.586,0,0.0671,1.51e-06,0.0862,0.372,89.998,4,243833604,tjA7nAHOAww,126224675,SiaVEVO,2018-05-10T12:00:03Z,"LSD - Audio (Official Video) ft. Sia, Diplo, Labrinth",electronic-dance
Audio,7boPPE857KEqCIHNwFkDop,Sia,Audio,2018-05-10,03:23,0,0.365,0.692,3,-4.586,0,0.0671,1.51e-06,0.0862,0.372,89.998,4,243833604,tjA7nAHOAww,126224675,SiaVEVO,2018-05-10T12:00:03Z,"LSD - Audio (Official Video) ft. Sia, Diplo, Labrinth",pop
Audio,7boPPE857KEqCIHNwFkDop,Sia,Audio,2018-05-10,03:23,0,0.365,0.692,3,-4.586,0,0.0671,1.51e-06,0.0862,0.372,89.998,4,243833604,tjA7nAHOAww,126224675,SiaVEVO,2018-05-10T12:00:03Z,"LSD - Audio (Official Video) ft. Sia, Diplo, Labrinth",rock
Beautiful (feat. Camila Cabello),4VUwkH455At9kENOfzTqmF,Bazzi,Beautiful (feat. Camila Cabello),2018-08-02,03:0,0,0.638,0.717,2,-4.722,1,0.0337,0.0,0.105,0.249,100.027,4,595660031,Uk1hv6h7O1Y,181708401,Bazzi,2018-10-15T14:00:03Z,Bazzi feat. Camila Cabello - Beautiful [Official Music Video],pop
Beautiful (feat. Camila Cabello),4VUwkH455At9kENOfzTqmF,Bazzi,Beautiful (feat. Camila Cabello),2018-08-02,03:0,0,0.638,0.717,2,-4.722,1,0.0337,0.0,0.105,0.249,100.027,4,595660031,Uk1hv6h7O1Y,181708401,Bazzi,2018-10-15T14:00:03Z,Bazzi feat. Camila Cabello - Beautiful [Official Music Video],r&b
Paradise,38zwkK6TtTjIW9tpYBfZ3D,George Ezra,Staying at Tamara's,2018-03-23,03:42,0,0.642,0.881,11,-3.537,1,0.0393,0.0,0.21,0.913,138.03,4,263995822,XOwihbur34E,98170711,GeorgeEzraVEVO,2018-01-24T14:00:03Z,George Ezra - Paradise (Official Video),rock
Womanizer,4fixebDZAVToLbUCuEloa2,Britney Spears,Circus (Deluxe Version),2008-12-02,03:44,0,0.724,0.695,11,-5.226,1,0.0622,0.0,0.0889,0.235,139.0,4,322270290,rMqayQ-U74s,326047692,BritneySpearsVEVO,2009-10-25T20:11:14Z,Britney Spears - Womanizer (Director&#39;s Cut) (Official HD Video),pop
...Baby One More Time,3MjUtNVVq3C8Fn0MP3zhXa,Britney Spears,...Baby One More Time (Digital Deluxe Version),1999-01-12,03:31,0,0.759,0.699,0,-5.745,0,0.0307,0.000131,0.443,0.907,92.96,4,449631767,C-u5WLJ9Yk4,667217039,BritneySpearsVEVO,2009-10-25T07:08:26Z,Britney Spears - ...Baby One More Time (Official Video),pop
Oops!...I Did It Again,6naxalmIoLFWR0siv8dnQQ,Britney Spears,Oops!... I Did It Again,2000-05-16,03:31,0,0.751,0.834,1,-5.444,0,0.0437,1.77e-05,0.355,0.894,95.053,4,450315765,CduA0TULnow,345452671,BritneySpearsVEVO,2009-10-25T19:57:17Z,Britney Spears - Oops!...I Did It Again (Official HD Video),pop
Work Bitch,3KliPMvk1EvFZu9cvkj8p1,Britney Spears,Britney Jean (Deluxe Version),2013-11-30,04:8,1,0.629,0.824,9,-6.53,1,0.159,0.000628,0.0651,0.852,128.01,4,238775309,pt8VYOfr8To,368050733,BritneySpearsVEVO,2013-10-02T01:40:00Z,Britney Spears - Work B**ch (Official Music Video),electronic-dance
"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",7GbqE3MlkKosIaCvf50JRK,Various Artists,Moulin Rouge,2001-09-03,04:25,0,0.76,0.801,5,-3.769,1,0.0534,1.49e-05,0.665,0.653,109.919,4,266467998,RQa7SvVCdZk,423820400,CAguileraVEVO,2009-12-25T01:16:46Z,"Christina Aguilera, Lil&#39; Kim, Mya, Pink - Lady Marmalade (Official Music Video)",r&b
"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",7GbqE3MlkKosIaCvf50JRK,Various Artists,Moulin Rouge,2001-09-03,04:25,0,0.76,0.801,5,-3.769,1,0.0534,1.49e-05,0.665,0.653,109.919,4,266467998,RQa7SvVCdZk,423820400,CAguileraVEVO,2009-12-25T01:16:46Z,"Christina Aguilera, Lil&#39; Kim, Mya, Pink - Lady Marmalade (Official Music Video)",electronic-dance
Unwritten,1D1nixOVWOxvNfWi0UD7VX,Natasha Bedingfield,Unwritten,2004-09-06,04:19,0,0.706,0.8,5,-6.333,1,0.0399,0.0,0.0822,0.629,100.011,4,382563234,b7k0a5hYnSI,103260598,NBedingfieldVEVO,2009-10-25T19:02:08Z,Natasha Bedingfield - Unwritten (US Version) (Official Video),pop
Unwritten,1D1nixOVWOxvNfWi0UD7VX,Natasha Bedingfield,Unwritten,2004-09-06,04:19,0,0.706,0.8,5,-6.333,1,0.0399,0.0,0.0822,0.629,100.011,4,382563234,b7k0a5hYnSI,103260598,NBedingfieldVEVO,2009-10-25T19:02:08Z,Natasha Bedingfield - Unwritten (US Version) (Official Video),r&b
High By The Beach,0VD1GQqBRp3oAx1Sv1lNKd,Lana Del Rey,Honeymoon,2015-09-18,04:18,1,0.536,0.486,11,-11.067,0,0.0346,0.00788,0.12,0.0968,131.988,4,172580372,QnxpHIl5Ynw,128459850,LanaDelReyVEVO,2015-08-13T16:00:00Z,Lana Del Rey - High By The Beach,
Lust For Life (with The Weeknd),2Q4LPFmpHNY8c8gEkaM9yy,Lana Del Rey,Lust For Life,2017-07-21,04:24,0,0.504,0.655,0,-8.644,0,0.0542,0.00193,0.364,0.262,99.982,4,215027815,eP4eqhWc7sI,179804210,LanaDelReyVEVO,2017-05-22T14:00:02Z,Lana Del Rey - Lust For Life (Official Video) ft. The Weeknd,
Lust For Life (with The Weeknd),2Q4LPFmpHNY8c8gEkaM9yy,Lana Del Rey,Lust For Life,2017-07-21,04:24,0,0.504,0.655,0,-8.644,0,0.0542,0.00193,0.364,0.262,99.982,4,215027815,eP4eqhWc7sI,179804210,LanaDelReyVEVO,2017-05-22T14:00:02Z,Lana Del Rey - Lust For Life (Official Video) ft. The Weeknd,folk
Lust For Life (with The Weeknd),2Q4LPFmpHNY8c8gEkaM9yy,Lana Del Rey,Lust For Life,2017-07-21,04:24,0,0.504,0.655,0,-8.644,0,0.0542,0.00193,0.364,0.262,99.982,4,215027815,eP4eqhWc7sI,179804210,LanaDelReyVEVO,2017-05-22T14:00:02Z,Lana Del Rey - Lust For Life (Official Video) ft. The Weeknd,hip hop
Lust For Life (with The Weeknd),2Q4LPFmpHNY8c8gEkaM9yy,Lana Del Rey,Lust For Life,2017-07-21,04:24,0,0.504,0.655,0,-8.644,0,0.0542,0.00193,0.364,0.262,99.982,4,215027815,eP4eqhWc7sI,179804210,LanaDelReyVEVO,2017-05-22T14:00:02Z,Lana Del Rey - Lust For Life (Official Video) ft. The Weeknd,pop
Love,1sWiWerHnR6J4LNdFxdywM,Lana Del Rey,Lust For Life,2017-07-21,04:33,0,0.527,0.366,10,-10.943,1,0.0277,0.0023,0.11,0.234,98.994,4,234872921,3-NTv0CdFCk,196452624,LanaDelReyVEVO,2017-02-20T16:05:00Z,Lana Del Rey - Love,rock
Liability,6Kkt27YmFyIFrcX3QXFi2o,Lorde,Melodrama,2017-06-16,02:52,0,0.587,0.229,10,-11.254,0,0.128,0.0,0.1,0.379,75.67,4,267846048,BtvJaNeELic,18662390,LordeVEVO,2017-03-09T19:00:00Z,Lorde - Liability,pop
My My My!,1YHT1FZv5t3ZFLsVPuy6Rq,Troye Sivan,Bloom,2018-08-31,03:25,0,0.701,0.458,1,-7.749,1,0.0836,0.000151,0.045,0.482,102.967,4,248538860,k5TqNsr6YuQ,59553636,TroyeSivanVEVO,2018-01-11T05:00:01Z,Troye Sivan - My My My! (Official Video),pop
21 Questions,70FCugJxa7XW04Np6iYJdI,50 Cent,Get Rich Or Die Tryin',2003-02-06,03:44,1,0.646,0.813,6,-3.846,0,0.299,9.37e-05,0.0427,0.895,92.729,4,323776649,cDMhlvbOFaM,425903029,50CentVEVO,2009-06-16T23:14:05Z,50 Cent - 21 Questions (Official Music Video) ft. Nate Dogg,hip hop
21 Questions,70FCugJxa7XW04Np6iYJdI,50 Cent,Get Rich Or Die Tryin',2003-02-06,03:44,1,0.646,0.813,6,-3.846,0,0.299,9.37e-05,0.0427,0.895,92.729,4,323776649,cDMhlvbOFaM,425903029,50CentVEVO,2009-06-16T23:14:05Z,50 Cent - 21 Questions (Official Music Video) ft. Nate Dogg,r&b
Truly Madly Deeply,69hwHdKl4Y1HusAutt3W6q,Savage Garden,Savage Garden,1997-03-04,04:37,0,0.555,0.698,0,-8.874,1,0.0287,0.0,0.0851,0.816,168.12,4,309490044,WQnAxOQxQIU,361854716,SavageGardenVEVO,2009-10-25T08:39:45Z,Savage Garden - Truly Madly Deeply,pop
When You Say Nothing At All,4In8AR7usFmBDCWLfuEb92,Boyzone,...By Request,1999-05-31,04:17,0,0.578,0.416,7,-11.207,1,0.0236,2.17e-06,0.073,0.374,86.962,4,293022495,IobNcpiwpSc,62719345,RonanKeatingVEVO,2018-08-17T09:36:13Z,Ronan Keating - When You Say Nothing At All,
Karma Chameleon - Remastered 2002,2wSAWEYUHkt92X4SBAPqZE,Culture Club,Colour By Numbers,1983-10-01,04:13,0,0.668,0.73,10,-7.182,1,0.0366,0.0,0.188,0.894,92.049,4,369066753,JmcA9LIIXWw,585798659,CultureClubVEVO,2009-02-28T11:44:23Z,Culture Club - Karma Chameleon (Official Music Video),pop
Burn It to the Ground,1jq28NGw6wdtFKx8MBPy6C,Nickelback,Dark Horse,2008-10-28,03:32,0,0.617,0.922,11,-3.474,1,0.0744,0.388,0.363,0.6,132.059,4,227380204,iSf_cs4-E-I,19328253,Roadrunner Records,2009-10-01T18:49:04Z,Nickelback - Burn It to the Ground [OFFICIAL VIDEO],rock
When We Stand Together,4bCOAuhvjsxbVBM5MM8oik,Nickelback,Here and Now (Audio Only Version),2011-11-14,03:11,0,0.446,0.9,10,-3.541,0,0.0489,1.89e-05,0.0404,0.88,187.961,4,174063131,Y96WY5Do_bs,41783649,Roadrunner Records UK,2011-11-25T17:42:07Z,Nickelback - When We Stand Together,
